STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TMAX,TMIN
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/5/1972,26.7,6.7
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/6/1972,26.1,8.3
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/7/1972,25,8.9
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/8/1972,22.8,7.2
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/9/1972,18.9,7.2
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/10/1972,20,2.8
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/11/1972,21.7,6.7
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/12/1972,25,9.4
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/13/1972,27.2,8.9
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/14/1972,31.1,13.3
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/15/1972,28.9,12.2
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/16/1972,23.9,12.2
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/17/1972,23.3,12.8
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/18/1972,16.7,5
