Subbasin,LANDUSE,SOIL,SLOPE_BAND,AREA (ha),%SUBBASIN,HRUGIS
30,vvtr,61385,0-2.0,16.00000,0.42343,000300081
30,vvsu,61338,0-2.0,8.00000,0.22488,000300104
31,AGRL,64538,5.0-9999,39.00000,0.68152,000310007
31,RNGB,64538,0-2.0,65.00000,1.12653,000310010
31,RNGB,64538,2.0-5.0,187.00000,3.23645,000310011
31,RNGB,64538,5.0-9999,215.00000,3.72503,000310012
31,OATS,64495,0-2.0,31.00000,0.53681,000310022
31,OATS,64495,2.0-5.0,37.00000,0.64418,000310023
31,OATS,64495,5.0-9999,8.00000,0.13537,000310024
31,OATS,64538,5.0-9999,44.00000,0.75621,000310027
31,zuuw,64538,5.0-9999,15.00000,0.26763,000310031
31,ztyr,64545,5.0-9999,2.00000,0.03734,000310048
31,zysx,64539,5.0-9999,22.00000,0.37499,000310070
31,zstx,64538,5.0-9999,1.00000,0.01712,000310114
31,xryy,64539,5.0-9999,10.00000,0.16805,000310085
31,xryx,64538,5.0-9999,36.00000,0.62239,000310086
31,xryw,64544,5.0-9999,0.00000,0.00311,000310087
31,xrty,64540,5.0-9999,18.00000,0.30964,000310101
31,xrtx,64539,5.0-9999,0.00000,0.00156,000310102
31,zwsr,64538,5.0-9999,2.00000,0.03268,000310106
31,zvvr,64495,5.0-9999,5.00000,0.08869,000310111
31,xryz,64539,5.0-9999,8.00000,0.13381,000310084
31,zsts,64539,5.0-9999,27.00000,0.45902,000310089
32,vrtv,64573,0-2.0,42.00000,0.42947,000320001
32,AGRL,64515,2.0-5.0,79.00000,0.81010,000320002
32,AGRL,64515,5.0-9999,156.00000,1.59900,000320003
32,AGRL,64516,2.0-5.0,7.00000,0.07004,000320004
32,AGRL,64516,5.0-9999,60.00000,0.61564,000320005
32,AGRL,64469,5.0-9999,69.00000,0.70872,000320012
32,AGRL,64508,2.0-5.0,15.00000,0.15575,000320015
32,AGRL,64508,5.0-9999,62.00000,0.63868,000320016
32,vswr,64589,2.0-5.0,56.00000,0.57048,000320017
32,vswq,64589,2.0-5.0,5.00000,0.05345,000320018
32,vsvz,64589,2.0-5.0,49.00000,0.49767,000320019
32,xwut,64589,2.0-5.0,12.00000,0.12350,000320096
32,vsws,64589,0-2.0,2.00000,0.02304,000320021
32,ytst,64589,2.0-5.0,9.00000,0.09493,000320022
32,ytss,64589,0-2.0,4.00000,0.03963,000320023
32,ytsr,64466,2.0-5.0,4.00000,0.03779,000320024
32,vsys,64454,0-2.0,0.00000,0.00184,000320160
32,RNGB,64454,2.0-5.0,220.00000,2.25612,000320025
32,RNGB,64454,5.0-9999,276.00000,2.82475,000320026
32,RNGB,64455,2.0-5.0,69.00000,0.70872,000320027
32,RNGB,64455,5.0-9999,170.00000,1.74370,000320028
32,RNGB,64469,5.0-9999,491.00000,5.02650,000320035
32,RNGB,64508,2.0-5.0,27.00000,0.27188,000320036
32,RNGB,64508,5.0-9999,454.00000,4.64403,000320037
32,yqws,64589,0-2.0,9.00000,0.09308,000320038
32,yqwr,64589,0-2.0,2.00000,0.01751,000320039
32,yqwq,64501,2.0-5.0,5.00000,0.05345,000320040
32,yqvz,64481,0-2.0,1.00000,0.01382,000320041
32,yqvz,64481,2.0-5.0,6.00000,0.06451,000320042
32,yqvz,64481,5.0-9999,9.00000,0.09308,000320043
32,yqvz,64589,0-2.0,21.00000,0.21289,000320044
32,yqvz,64589,2.0-5.0,47.00000,0.48385,000320045
32,yqvz,64589,5.0-9999,5.00000,0.05530,000320046
32,yqvz,64501,0-2.0,9.00000,0.08940,000320047
32,yqvz,64501,2.0-5.0,9.00000,0.09216,000320048
32,yqvy,64589,2.0-5.0,2.00000,0.01659,000320049
32,xwxr,64578,0-2.0,44.00000,0.44883,000320051
32,xwxr,64578,2.0-5.0,215.00000,2.20082,000320052
32,xwxr,64578,5.0-9999,74.00000,0.75573,000320053
32,xwxr,64579,0-2.0,15.00000,0.15391,000320054
32,xwxr,64579,2.0-5.0,32.00000,0.33270,000320055
32,xwxr,64579,5.0-9999,30.00000,0.30966,000320056
32,xwxr,64454,0-2.0,23.00000,0.24054,000320057
32,xwxr,64454,2.0-5.0,95.00000,0.97507,000320058
32,xwxr,64454,5.0-9999,14.00000,0.13916,000320059
32,xwxr,64455,0-2.0,4.00000,0.03594,000320060
32,xwxr,64455,2.0-5.0,15.00000,0.15391,000320061
32,xwxr,64455,5.0-9999,24.00000,0.24331,000320062
32,vswt,64589,0-2.0,1.00000,0.01290,000320063
32,vtqy,64454,2.0-5.0,34.00000,0.34929,000320129
32,xwwu,64456,5.0-9999,44.00000,0.44883,000320066
32,OATS,64454,0-2.0,35.00000,0.35390,000320067
32,OATS,64454,2.0-5.0,166.00000,1.69670,000320068
32,OATS,64454,5.0-9999,53.00000,0.54007,000320069
32,xwwt,64589,2.0-5.0,2.00000,0.01843,000320108
32,xwvy,64454,2.0-5.0,14.00000,0.14654,000320079
32,vsst,64573,0-2.0,2.00000,0.01567,000320081
32,xwuv,64454,2.0-5.0,0.00000,0.00369,000320082
32,xwuu,64456,0-2.0,1.00000,0.01290,000320083
32,xwuu,64456,2.0-5.0,6.00000,0.05898,000320084
32,xwuu,64456,5.0-9999,10.00000,0.10230,000320085
32,xwuu,64578,0-2.0,6.00000,0.06083,000320086
32,xwuu,64578,2.0-5.0,24.00000,0.24515,000320087
32,xwuu,64578,5.0-9999,10.00000,0.10138,000320088
32,xwuu,64589,0-2.0,12.00000,0.12534,000320089
32,xwuu,64589,2.0-5.0,15.00000,0.15667,000320090
32,xwuu,64454,0-2.0,14.00000,0.13824,000320091
32,xwuu,64454,2.0-5.0,42.00000,0.42579,000320092
32,xwuu,64454,5.0-9999,10.00000,0.09953,000320093
32,xwuu,64501,0-2.0,34.00000,0.35298,000320094
32,xwuu,64501,2.0-5.0,6.00000,0.06267,000320095
32,ALFA,64573,0-2.0,1.00000,0.00737,000320100
32,ALFA,64573,2.0-5.0,0.00000,0.00184,000320101
32,ALFA,64589,0-2.0,0.00000,0.00369,000320102
32,ALFA,64589,2.0-5.0,1.00000,0.01014,000320103
32,ALFA,64589,5.0-9999,0.00000,0.00092,000320104
32,vtsw,64455,5.0-9999,56.00000,0.56864,000320097
32,vsqx,64589,0-2.0,3.00000,0.02857,000320099
32,vsqw,64589,0-2.0,35.00000,0.36312,000320113
32,vsqv,64589,2.0-5.0,31.00000,0.31427,000320105
32,ytsy,64589,2.0-5.0,38.00000,0.38984,000320106
32,vtsx,64454,5.0-9999,26.00000,0.26543,000320107
32,ysxq,64589,5.0-9999,26.00000,0.26266,000320133
32,yswz,64589,2.0-5.0,2.00000,0.02028,000320109
32,yswq,64589,2.0-5.0,3.00000,0.03318,000320121
32,POTA,64589,2.0-5.0,0.00000,0.00276,000320111
32,yswr,64481,0-2.0,1.00000,0.01475,000320114
32,yswr,64481,2.0-5.0,2.00000,0.02120,000320115
32,yswr,64481,5.0-9999,1.00000,0.00922,000320116
32,yswr,64589,0-2.0,17.00000,0.17879,000320117
32,yswr,64589,2.0-5.0,23.00000,0.24054,000320118
32,yswr,64501,0-2.0,9.00000,0.08755,000320119
32,yswr,64501,2.0-5.0,2.00000,0.01659,000320120
32,vruu,64589,0-2.0,46.00000,0.47279,000320172
32,vryv,64436,0-2.0,8.00000,0.08018,000320131
32,vryu,64589,0-2.0,1.00000,0.01106,000320125
32,vryt,64589,0-2.0,21.00000,0.21013,000320126
32,vrys,64589,0-2.0,19.00000,0.19630,000320154
32,vryr,64501,0-2.0,34.00000,0.34653,000320065
32,vryq,64589,2.0-5.0,0.00000,0.00092,000320170
32,vrxz,64589,0-2.0,11.00000,0.11428,000320174
32,vrxy,64589,2.0-5.0,43.00000,0.43777,000320180
32,yqss,64573,0-2.0,52.00000,0.52993,000320166
32,yqss,64573,2.0-5.0,14.00000,0.14746,000320167
32,yqss,64589,0-2.0,3.00000,0.03318,000320168
32,yqss,64589,2.0-5.0,4.00000,0.04424,000320169
32,yqss,64501,0-2.0,3.00000,0.03410,000320164
32,yqss,64501,2.0-5.0,2.00000,0.02120,000320165
32,ysqw,64454,0-2.0,2.00000,0.01659,000320135
32,vrrz,64589,0-2.0,0.00000,0.00461,000320179
32,vswy,64589,0-2.0,46.00000,0.47371,000320176
32,vrws,64556,0-2.0,24.00000,0.24699,000320153
32,vrry,64589,0-2.0,12.00000,0.12257,000320064
32,vrvz,64589,0-2.0,1.00000,0.00553,000320155
32,vsyw,64573,0-2.0,0.00000,0.00092,000320156
32,vsyv,64573,0-2.0,1.00000,0.00737,000320157
32,vswu,64589,0-2.0,9.00000,0.09124,000320159
32,vrrx,64589,0-2.0,19.00000,0.18985,000320080
32,vsyr,64454,2.0-5.0,3.00000,0.03410,000320161
32,vrty,64573,0-2.0,13.00000,0.12810,000320178
32,vruy,64573,2.0-5.0,39.00000,0.39998,000320050
32,vrvy,64589,2.0-5.0,31.00000,0.31427,000320158
32,vtrr,64515,5.0-9999,50.00000,0.51150,000320173
32,vtqx,64455,2.0-5.0,17.00000,0.17234,000320163
32,ysqv,64589,2.0-5.0,3.00000,0.03041,000320175
32,ytuq,64578,0-2.0,7.00000,0.07004,000320137
32,ytuq,64578,2.0-5.0,34.00000,0.35206,000320138
32,ytuq,64578,5.0-9999,9.00000,0.09308,000320139
32,ytuq,64579,0-2.0,4.00000,0.04516,000320140
32,ytuq,64579,2.0-5.0,14.00000,0.14285,000320141
32,ytuq,64579,5.0-9999,13.00000,0.13179,000320142
32,ytuq,64455,0-2.0,2.00000,0.02212,000320143
32,ytuq,64455,2.0-5.0,17.00000,0.17234,000320144
32,ytuq,64455,5.0-9999,22.00000,0.22764,000320145
32,ytuq,64589,0-2.0,46.00000,0.46726,000320146
32,ytuq,64589,2.0-5.0,13.00000,0.13087,000320147
32,ytuq,64501,0-2.0,47.00000,0.48385,000320148
32,ytuq,64501,2.0-5.0,37.00000,0.37418,000320149
32,ytuq,64501,5.0-9999,16.00000,0.16497,000320150
32,ytuq,64573,0-2.0,55.00000,0.56126,000320151
32,ytuq,64573,2.0-5.0,36.00000,0.36957,000320152
32,vswx,64589,2.0-5.0,1.00000,0.01475,000320177
32,vsww,64589,0-2.0,28.00000,0.28294,000320162
32,vswv,64589,0-2.0,12.00000,0.12718,000320171
32,vrtw,64573,0-2.0,2.00000,0.02396,000320020
37,wwxr,64574,5.0-9999,16.00000,0.10891,000370001
37,AGRL,64515,0-2.0,26.00000,0.17862,000370002
37,AGRL,64515,2.0-5.0,104.00000,0.71635,000370003
37,AGRL,64515,5.0-9999,17.00000,0.11825,000370004
37,AGRL,64578,0-2.0,18.00000,0.12510,000370010
37,AGRL,64578,2.0-5.0,159.00000,1.09973,000370011
37,AGRL,64578,5.0-9999,78.00000,0.54022,000370012
37,wwyt,64575,2.0-5.0,40.00000,0.27820,000370120
37,yqww,64456,5.0-9999,9.00000,0.06037,000370017
37,yqww,64578,0-2.0,3.00000,0.02241,000370018
37,yqww,64578,2.0-5.0,6.00000,0.03983,000370019
37,yqww,64578,5.0-9999,6.00000,0.04294,000370020
37,yqww,64580,2.0-5.0,1.00000,0.00498,000370021
37,yqww,64580,5.0-9999,3.00000,0.01929,000370022
37,yqww,64575,0-2.0,6.00000,0.04045,000370023
37,yqww,64575,2.0-5.0,4.00000,0.02863,000370024
37,yqww,64575,5.0-9999,4.00000,0.02427,000370025
37,yqwt,64578,5.0-9999,3.00000,0.01992,000370026
37,CORN,64578,2.0-5.0,0.00000,0.00062,000370027
37,xwxr,64576,0-2.0,10.00000,0.07095,000370028
37,xwxr,64576,2.0-5.0,21.00000,0.14501,000370029
37,xwxr,64576,5.0-9999,32.00000,0.22156,000370030
37,xwxr,64578,0-2.0,37.00000,0.25517,000370031
37,xwxr,64578,2.0-5.0,98.00000,0.67838,000370032
37,xwxr,64578,5.0-9999,41.00000,0.28505,000370033
37,xwxr,64575,0-2.0,8.00000,0.05290,000370034
37,xwxr,64575,2.0-5.0,9.00000,0.06286,000370035
37,xwxr,64575,5.0-9999,4.00000,0.02987,000370036
37,OATS,64578,0-2.0,36.00000,0.24584,000370037
37,OATS,64578,2.0-5.0,76.00000,0.52217,000370038
37,OATS,64578,5.0-9999,20.00000,0.13505,000370039
37,OATS,64454,0-2.0,30.00000,0.20974,000370040
37,OATS,64454,2.0-5.0,74.00000,0.50848,000370041
37,OATS,64454,5.0-9999,48.00000,0.32861,000370042
37,yquv,64448,5.0-9999,2.00000,0.01120,000370048
37,wxvz,64515,2.0-5.0,14.00000,0.09585,000370066
37,wxvv,64508,5.0-9999,10.00000,0.06784,000370067
37,wxvu,64579,5.0-9999,2.00000,0.01369,000370068
37,wwss,64454,5.0-9999,22.00000,0.15310,000370070
37,wwsr,64456,5.0-9999,13.00000,0.08838,000370071
37,ALFA,64575,5.0-9999,0.00000,0.00062,000370074
37,wwru,64578,2.0-5.0,16.00000,0.11327,000370076
37,wwrt,64578,5.0-9999,4.00000,0.02925,000370077
37,ysxw,64448,0-2.0,1.00000,0.00560,000370078
37,ysxw,64448,2.0-5.0,1.00000,0.00436,000370079
37,ysxw,64554,0-2.0,1.00000,0.00934,000370080
37,ysxw,64554,2.0-5.0,2.00000,0.01556,000370081
37,ysxw,64554,5.0-9999,1.00000,0.00685,000370082
37,ysxw,64571,5.0-9999,1.00000,0.00436,000370083
37,ysxw,64574,2.0-5.0,1.00000,0.00436,000370084
37,ysxw,64574,5.0-9999,4.00000,0.02863,000370085
37,ysxu,64575,0-2.0,5.00000,0.03112,000370087
37,ysxu,64575,2.0-5.0,3.00000,0.01805,000370088
37,wwyr,64578,2.0-5.0,15.00000,0.10331,000370122
37,wwqs,64574,5.0-9999,13.00000,0.08651,000370089
37,vszt,64575,0-2.0,2.00000,0.01120,000370114
37,wxqq,64578,5.0-9999,14.00000,0.10020,000370115
37,wvyv,64575,0-2.0,35.00000,0.24210,000370097
37,wwxw,64454,2.0-5.0,23.00000,0.16057,000370126
37,wvxx,64575,5.0-9999,11.00000,0.07717,000370102
37,RNGB,64454,2.0-5.0,331.00000,2.28659,000370107
37,RNGB,64454,5.0-9999,324.00000,2.24302,000370108
37,RNGB,64508,5.0-9999,1188.00000,8.21716,000370112
37,wxqr,64576,5.0-9999,20.00000,0.13817,000370117
37,wwrs,64575,2.0-5.0,0.00000,0.00187,000370099
37,wwrq,64575,5.0-9999,9.00000,0.06473,000370118
37,wvvv,64575,5.0-9999,11.00000,0.07593,000370016
37,wwys,64578,2.0-5.0,52.00000,0.35786,000370121
37,wvvt,64578,0-2.0,10.00000,0.07219,000370101
37,ytuq,64576,0-2.0,2.00000,0.01183,000370049
37,ytuq,64576,2.0-5.0,4.00000,0.02925,000370050
37,ytuq,64576,5.0-9999,16.00000,0.10891,000370051
37,ytuq,64577,5.0-9999,24.00000,0.16617,000370052
37,ytuq,64578,2.0-5.0,4.00000,0.02925,000370053
37,ytuq,64578,5.0-9999,9.00000,0.06161,000370054
37,ytuq,64456,5.0-9999,29.00000,0.20227,000370055
37,ytuq,64554,0-2.0,3.00000,0.02241,000370056
37,ytuq,64554,2.0-5.0,4.00000,0.02863,000370057
37,ytuq,64554,5.0-9999,4.00000,0.02925,000370058
37,ytuq,64501,0-2.0,11.00000,0.07593,000370059
37,ytuq,64501,2.0-5.0,12.00000,0.08526,000370060
37,ytuq,64501,5.0-9999,19.00000,0.13443,000370061
37,ytuq,64508,5.0-9999,27.00000,0.18360,000370062
37,ytuq,64575,0-2.0,7.00000,0.05166,000370063
37,ytuq,64575,2.0-5.0,8.00000,0.05290,000370064
37,ytuq,64575,5.0-9999,4.00000,0.02863,000370065
37,wwxv,64579,2.0-5.0,11.00000,0.07406,000370127
37,wwxs,64575,2.0-5.0,6.00000,0.04357,000370129
38,RNGB,64463,2.0-5.0,110.00000,0.87460,000380010
38,RNGB,64463,5.0-9999,1620.00000,12.83725,000380011
38,RNGB,64465,5.0-9999,931.00000,7.37848,000380012
38,RNGB,64469,2.0-5.0,124.00000,0.98446,000380013
38,RNGB,64469,5.0-9999,1500.00000,11.89060,000380014
38,RNGB,64508,5.0-9999,1275.00000,10.10929,000380017
38,yyqt,64465,2.0-5.0,1.00000,0.00571,000380028
38,yyqt,64465,5.0-9999,4.00000,0.02996,000380029
38,yyqt,64509,5.0-9999,23.00000,0.18334,000380030
38,yyqt,64463,5.0-9999,7.00000,0.05422,000380031
38,yyxt,64424,5.0-9999,7.00000,0.05707,000380042
75,ywsx,64495,2.0-5.0,1.00000,1.28332,000750026
79,vzqt,61320,2.0-5.0,13.00000,0.10216,000790001
79,vxwy,61320,2.0-5.0,9.00000,0.06883,000790002
79,RNGB,61306,5.0-9999,2000.00000,16.10106,000790008
79,RNGB,61307,5.0-9999,1881.00000,15.14469,000790009
79,ALFA,61320,0-2.0,5.00000,0.04202,000790037
79,ALFA,61320,2.0-5.0,7.00000,0.05506,000790038
79,ALFA,61320,5.0-9999,5.00000,0.04275,000790039
79,zrxx,61320,2.0-5.0,10.00000,0.08332,000790044
79,zrxw,61320,2.0-5.0,12.00000,0.09781,000790045
79,yqsq,61372,5.0-9999,1.00000,0.00725,000790047
79,zrxr,61320,2.0-5.0,10.00000,0.08187,000790048
79,yqru,61320,2.0-5.0,1.00000,0.00869,000790053
79,yqqx,61297,5.0-9999,7.00000,0.05289,000790054
79,yqqw,61320,2.0-5.0,3.00000,0.02246,000790055
79,vzrq,61320,2.0-5.0,16.00000,0.13114,000790072
79,vzrr,61320,5.0-9999,1.00000,0.01159,000790071
79,RADI,61320,2.0-5.0,0.00000,0.00145,000790010
79,RADI,61320,5.0-9999,0.00000,0.00072,000790011
79,vzqz,61372,5.0-9999,1.00000,0.00652,000790073
79,vzqy,61320,2.0-5.0,3.00000,0.02608,000790074
79,vzqx,61320,5.0-9999,1.00000,0.00942,000790075
79,vzqw,61320,2.0-5.0,11.00000,0.08767,000790076
79,vzqv,61320,0-2.0,2.00000,0.01449,000790077
79,vzqu,61320,5.0-9999,5.00000,0.03623,000790078
80,AGRL,61385,0-2.0,84.00000,1.89435,000800002
80,AGRL,61385,2.0-5.0,60.00000,1.34588,000800003
80,AGRL,61385,5.0-9999,11.00000,0.24084,000800004
80,AGRL,61393,0-2.0,26.00000,0.58895,000800009
80,AGRL,61393,2.0-5.0,118.00000,2.66343,000800010
80,AGRL,61393,5.0-9999,52.00000,1.16373,000800011
80,AGRL,61337,0-2.0,57.00000,1.27302,000800012
80,AGRL,61337,2.0-5.0,43.00000,0.97349,000800013
80,AGRL,61338,0-2.0,92.00000,2.06841,000800006
80,AGRL,61338,2.0-5.0,204.00000,4.58612,000800007
80,AGRL,61338,5.0-9999,125.00000,2.81522,000800008
80,vvrt,61385,2.0-5.0,12.00000,0.27930,000800019
80,xwyy,61398,2.0-5.0,10.00000,0.23477,000800020
80,RNGB,61338,0-2.0,5.00000,0.11131,000800023
80,RNGB,61338,2.0-5.0,42.00000,0.95325,000800024
80,RNGB,61338,5.0-9999,28.00000,0.62133,000800025
80,RNGB,61393,0-2.0,14.00000,0.32180,000800028
80,RNGB,61393,2.0-5.0,61.00000,1.38029,000800029
80,RNGB,61393,5.0-9999,96.00000,2.15948,000800030
80,RNGB,61398,0-2.0,39.00000,0.88241,000800031
80,RNGB,61398,2.0-5.0,40.00000,0.90872,000800032
80,RNGB,61398,5.0-9999,26.00000,0.58085,000800033
80,RNGB,61306,2.0-5.0,31.00000,0.70633,000800034
80,RNGB,61306,5.0-9999,338.00000,7.60777,000800035
80,OATS,61338,0-2.0,23.00000,0.50597,000800057
80,OATS,61338,2.0-5.0,128.00000,2.88808,000800058
80,OATS,61385,0-2.0,42.00000,0.94515,000800061
80,OATS,61385,2.0-5.0,23.00000,0.51811,000800062
80,OATS,61385,5.0-9999,7.00000,0.15989,000800063
80,OATS,61386,0-2.0,33.00000,0.73265,000800064
80,OATS,61386,2.0-5.0,18.00000,0.40680,000800065
80,OATS,61393,0-2.0,15.00000,0.34811,000800066
80,OATS,61393,2.0-5.0,37.00000,0.82170,000800067
80,OATS,61393,5.0-9999,8.00000,0.18215,000800068
80,yquq,61381,0-2.0,0.00000,0.00202,000800139
80,yqtz,61385,0-2.0,1.00000,0.02024,000800089
80,yqtz,61385,2.0-5.0,4.00000,0.08500,000800090
80,yqtz,61385,5.0-9999,3.00000,0.05869,000800091
80,yqtz,61386,0-2.0,1.00000,0.01619,000800092
80,yqtz,61386,2.0-5.0,5.00000,0.10119,000800093
80,yqtz,61386,5.0-9999,3.00000,0.07488,000800094
80,yqtz,61394,0-2.0,1.00000,0.02226,000800095
80,yqtz,61394,2.0-5.0,2.00000,0.04655,000800096
80,yqtz,61394,5.0-9999,3.00000,0.05667,000800097
80,yqtz,61398,0-2.0,19.00000,0.42906,000800098
80,yqtz,61398,2.0-5.0,5.00000,0.11739,000800099
80,ywqv,61398,2.0-5.0,12.00000,0.26108,000800144
80,yzsz,61398,5.0-9999,8.00000,0.18215,000800104
80,ALFA,61393,5.0-9999,0.00000,0.00202,000800110
80,ALFA,61284,5.0-9999,0.00000,0.00607,000800112
80,zxrs,61385,0-2.0,0.00000,0.01012,000800114
80,xyur,61385,0-2.0,21.00000,0.47966,000800141
80,xyur,61385,2.0-5.0,10.00000,0.22870,000800142
80,zxvx,61398,2.0-5.0,14.00000,0.31573,000800103
80,ywqu,61398,2.0-5.0,3.00000,0.06881,000800145
82,RNGB,64539,2.0-5.0,1.00000,0.39227,000820021
82,RNGB,64539,5.0-9999,4.00000,1.17680,000820022
82,RNGB,64545,5.0-9999,23.00000,7.22892,000820018
82,RNGB,64431,5.0-9999,23.00000,7.22892,000820019
82,RNGB,64538,5.0-9999,5.00000,1.40095,000820020
82,RNGB,64508,5.0-9999,5.00000,1.59709,000820023
82,RNGB,64542,5.0-9999,7.00000,2.29756,000820024
82,yzqy,64495,5.0-9999,2.00000,0.47632,000820002
82,yyut,64495,2.0-5.0,3.00000,0.84057,000820003
82,yzsx,64495,2.0-5.0,0.00000,0.11208,000820001
82,zysx,64539,5.0-9999,7.00000,2.15747,000820017
82,URLD,64449,0-2.0,3.00000,1.06472,000820004
82,URLD,64449,2.0-5.0,2.00000,0.53236,000820005
82,URLD,64449,5.0-9999,3.00000,0.92463,000820006
82,URLD,64431,5.0-9999,6.00000,1.76520,000820014
82,URLD,64545,2.0-5.0,0.00000,0.08406,000820007
82,URLD,64545,5.0-9999,3.00000,1.00869,000820008
82,URLD,64495,0-2.0,1.00000,0.22415,000820009
82,URLD,64495,2.0-5.0,1.00000,0.25217,000820010
82,URLD,64495,5.0-9999,2.00000,0.67246,000820011
82,URLD,64538,5.0-9999,3.00000,0.89661,000820013
82,URLD,64508,5.0-9999,4.00000,1.17680,000820015
82,URLD,64542,5.0-9999,5.00000,1.70916,000820016
82,URMD,64449,0-2.0,10.00000,2.97002,000820025
82,URMD,64449,2.0-5.0,5.00000,1.56907,000820026
82,URMD,64449,5.0-9999,8.00000,2.54973,000820027
82,URMD,64495,0-2.0,1.00000,0.44830,000820036
82,URMD,64495,2.0-5.0,2.00000,0.67246,000820037
82,URMD,64495,5.0-9999,3.00000,1.03670,000820038
82,URMD,64545,2.0-5.0,1.00000,0.16811,000820029
82,URMD,64545,5.0-9999,6.00000,1.73718,000820030
82,URMD,64431,5.0-9999,10.00000,3.11011,000820031
82,URMD,64563,2.0-5.0,1.00000,0.42029,000820032
82,URMD,64563,5.0-9999,12.00000,3.78257,000820033
82,URMD,64538,5.0-9999,7.00000,2.26954,000820035
82,URMD,64539,5.0-9999,11.00000,3.33427,000820028
82,URMD,64542,5.0-9999,9.00000,2.80191,000820039
82,URHD,64449,0-2.0,33.00000,10.17092,000820040
82,URHD,64449,2.0-5.0,11.00000,3.53040,000820041
82,URHD,64449,5.0-9999,3.00000,0.81255,000820042
82,URHD,64495,0-2.0,0.00000,0.14010,000820047
82,URHD,64495,2.0-5.0,3.00000,0.86859,000820048
82,URHD,64495,5.0-9999,2.00000,0.47632,000820049
82,URHD,64545,5.0-9999,5.00000,1.70916,000820044
82,URHD,64563,2.0-5.0,1.00000,0.42029,000820045
82,URHD,64563,5.0-9999,13.00000,3.92267,000820046
82,URHD,64539,5.0-9999,5.00000,1.68114,000820043
82,ALFA,64545,2.0-5.0,2.00000,0.75651,000820050
82,ALFA,64545,5.0-9999,8.00000,2.46568,000820051
82,ALFA,64563,2.0-5.0,0.00000,0.08406,000820052
82,ALFA,64563,5.0-9999,1.00000,0.39227,000820053
82,ALFA,64431,5.0-9999,2.00000,0.53236,000820054
82,RADI,64545,5.0-9999,0.00000,0.14010,000820055
82,MINT,64545,5.0-9999,0.00000,0.14010,000820056
82,MINT,64563,5.0-9999,0.00000,0.14010,000820057
82,MINT,64495,5.0-9999,0.00000,0.02802,000820058
82,APPL,64431,5.0-9999,0.00000,0.08406,000820059
82,yyrx,64495,0-2.0,1.00000,0.30821,000820060
87,vtzr,64467,5.0-9999,28.00000,0.36594,000870001
87,AGRL,64576,2.0-5.0,23.00000,0.29972,000870063
87,AGRL,64576,5.0-9999,86.00000,1.10364,000870064
87,AGRL,64577,0-2.0,10.00000,0.13476,000870065
87,AGRL,64577,2.0-5.0,21.00000,0.27649,000870066
87,AGRL,64577,5.0-9999,99.00000,1.27209,000870067
87,AGRL,64578,2.0-5.0,94.00000,1.21632,000870068
87,AGRL,64578,5.0-9999,136.00000,1.75536,000870069
87,AGRL,64580,2.0-5.0,14.00000,0.17774,000870070
87,AGRL,64580,5.0-9999,104.00000,1.34411,000870071
87,AGRL,64564,0-2.0,19.00000,0.24048,000870075
87,AGRL,64564,2.0-5.0,80.00000,1.02813,000870076
87,AGRL,64564,5.0-9999,124.00000,1.60550,000870077
87,AGRL,64566,0-2.0,8.00000,0.09758,000870072
87,AGRL,64566,2.0-5.0,12.00000,0.14986,000870073
87,AGRL,64566,5.0-9999,97.00000,1.24885,000870074
87,AGRL,64575,2.0-5.0,96.00000,1.23375,000870078
87,AGRL,64575,5.0-9999,119.00000,1.53464,000870079
87,vtyz,64467,5.0-9999,1.00000,0.01162,000870003
87,vtyy,64467,5.0-9999,5.00000,0.06389,000870004
87,ORCD,64496,0-2.0,21.00000,0.27301,000870005
87,ORCD,64436,0-2.0,16.00000,0.20563,000870006
87,vtys,64573,2.0-5.0,0.00000,0.00116,000870009
87,vtxz,64554,0-2.0,0.00000,0.00349,000870010
87,vtxy,64573,2.0-5.0,40.00000,0.51348,000870011
87,vtxx,64573,2.0-5.0,35.00000,0.45423,000870012
87,vtxw,64573,2.0-5.0,45.00000,0.58202,000870013
87,RNGB,64565,0-2.0,5.00000,0.06854,000870014
87,RNGB,64565,2.0-5.0,22.00000,0.28811,000870015
87,RNGB,64565,5.0-9999,50.00000,0.64359,000870016
87,RNGB,64566,5.0-9999,135.00000,1.74259,000870017
87,RNGB,64564,0-2.0,16.00000,0.21143,000870018
87,RNGB,64564,2.0-5.0,121.00000,1.55671,000870019
87,RNGB,64564,5.0-9999,178.00000,2.29905,000870020
87,RNGB,64466,0-2.0,185.00000,2.39431,000870021
87,RNGB,64466,2.0-5.0,39.00000,0.50767,000870022
87,CORN,64554,0-2.0,5.00000,0.06622,000870023
87,CORN,64554,2.0-5.0,6.00000,0.07435,000870024
87,CORN,64466,0-2.0,13.00000,0.17194,000870025
87,CORN,64466,2.0-5.0,24.00000,0.31250,000870026
87,CORN,64467,2.0-5.0,3.00000,0.03601,000870027
87,CORN,64467,5.0-9999,7.00000,0.08713,000870028
87,CORN,64436,0-2.0,9.00000,0.11385,000870029
87,CORN,64573,0-2.0,7.00000,0.09061,000870030
87,CORN,64573,2.0-5.0,40.00000,0.51116,000870031
87,CORN,64573,5.0-9999,16.00000,0.21027,000870032
87,vtwz,64466,2.0-5.0,31.00000,0.39847,000870034
87,wtwx,64573,0-2.0,3.00000,0.03253,000870035
