Subbasin,LANDUSE,SOIL,SLOPE_BAND,AREA (ha),%SUBBASIN,HRUGIS
87,vtwx,64466,2.0-5.0,6.00000,0.07667,000870036
87,vtww,64466,2.0-5.0,34.00000,0.43797,000870037
87,zuvy,64578,0-2.0,0.00000,0.00116,000870038
87,zuvy,64578,2.0-5.0,0.00000,0.00349,000870039
87,zuvy,64575,0-2.0,2.00000,0.02323,000870040
87,zuvy,64575,2.0-5.0,2.00000,0.02091,000870041
87,RYE,64576,2.0-5.0,2.00000,0.01975,000870175
87,RYE,64576,5.0-9999,10.00000,0.13011,000870176
87,RYE,64553,2.0-5.0,4.00000,0.04647,000870177
87,RYE,64553,5.0-9999,1.00000,0.01162,000870178
87,RYE,64466,0-2.0,0.00000,0.00581,000870179
87,RYE,64466,2.0-5.0,2.00000,0.03137,000870180
87,RYE,64466,5.0-9999,0.00000,0.00232,000870181
87,RYE,64467,5.0-9999,4.00000,0.05692,000870182
87,RYE,64501,0-2.0,2.00000,0.03137,000870183
87,RYE,64501,2.0-5.0,4.00000,0.04763,000870184
87,RYE,64501,5.0-9999,4.00000,0.04647,000870185
87,RYE,64573,0-2.0,3.00000,0.03601,000870186
87,RYE,64573,2.0-5.0,4.00000,0.04531,000870187
87,RYE,64575,0-2.0,3.00000,0.04415,000870188
87,RYE,64575,2.0-5.0,13.00000,0.17310,000870189
87,wtyu,64496,0-2.0,32.00000,0.41125,000870190
87,OATS,64576,2.0-5.0,26.00000,0.33109,000870044
87,OATS,64576,5.0-9999,62.00000,0.80159,000870045
87,OATS,64578,0-2.0,3.00000,0.03718,000870046
87,OATS,64578,2.0-5.0,25.00000,0.32296,000870047
87,OATS,64578,5.0-9999,26.00000,0.34155,000870048
87,OATS,64580,2.0-5.0,4.00000,0.04995,000870049
87,OATS,64580,5.0-9999,44.00000,0.56344,000870050
87,OATS,64554,0-2.0,13.00000,0.16380,000870051
87,OATS,64554,2.0-5.0,28.00000,0.36130,000870052
87,OATS,64564,2.0-5.0,18.00000,0.23815,000870053
87,OATS,64564,5.0-9999,51.00000,0.65637,000870054
87,OATS,64566,0-2.0,5.00000,0.06506,000870055
87,OATS,64566,2.0-5.0,7.00000,0.09061,000870056
87,OATS,64566,5.0-9999,42.00000,0.54252,000870057
87,OATS,64573,0-2.0,28.00000,0.35665,000870061
87,OATS,64573,2.0-5.0,70.00000,0.89801,000870062
87,OATS,64575,0-2.0,5.00000,0.06157,000870058
87,OATS,64575,2.0-5.0,60.00000,0.78068,000870059
87,OATS,64575,5.0-9999,20.00000,0.26255,000870060
87,vtvt,64573,2.0-5.0,49.00000,0.62849,000870080
87,vtvs,64564,5.0-9999,42.00000,0.54485,000870081
87,vtuy,64573,2.0-5.0,41.00000,0.53555,000870204
87,vtux,64576,5.0-9999,39.00000,0.50303,000870082
87,vtuv,64467,5.0-9999,3.00000,0.03601,000870083
87,vtuu,64573,0-2.0,1.00000,0.00697,000870084
87,vtut,64573,2.0-5.0,34.00000,0.44494,000870218
87,vtus,64573,5.0-9999,4.00000,0.04879,000870085
87,vtur,64573,5.0-9999,32.00000,0.40893,000870086
87,vtuq,64573,2.0-5.0,37.00000,0.47282,000870087
87,ALFA,64496,0-2.0,78.00000,1.00257,000870088
87,ALFA,64466,0-2.0,22.00000,0.27881,000870089
87,ALFA,64466,2.0-5.0,11.00000,0.14638,000870090
87,ALFA,64436,0-2.0,28.00000,0.35897,000870091
87,ALFA,64573,0-2.0,4.00000,0.04995,000870092
87,ALFA,64573,2.0-5.0,5.00000,0.06622,000870093
87,ALFA,64573,5.0-9999,1.00000,0.00929,000870094
87,vtty,64573,2.0-5.0,31.00000,0.40312,000870095
87,yuqy,64466,2.0-5.0,9.00000,0.11617,000870229
87,vttv,64573,2.0-5.0,0.00000,0.00581,000870097
87,vttu,64466,2.0-5.0,26.00000,0.33225,000870098
87,yuqt,64575,2.0-5.0,6.00000,0.08248,000870099
87,yuqs,64573,2.0-5.0,4.00000,0.05112,000870230
87,PEAS,64466,0-2.0,1.00000,0.01510,000870101
87,PEAS,64466,2.0-5.0,1.00000,0.01162,000870102
87,PEAS,64573,0-2.0,1.00000,0.01510,000870103
87,PEAS,64573,2.0-5.0,0.00000,0.00581,000870104
87,vtyq,64573,2.0-5.0,36.00000,0.46701,000870105
87,POTA,64576,2.0-5.0,5.00000,0.06970,000870106
87,POTA,64576,5.0-9999,10.00000,0.13244,000870107
87,POTA,64553,0-2.0,4.00000,0.05460,000870108
87,POTA,64553,2.0-5.0,9.00000,0.12198,000870109
87,POTA,64553,5.0-9999,8.00000,0.10223,000870110
87,POTA,64466,0-2.0,4.00000,0.05344,000870111
87,POTA,64466,2.0-5.0,11.00000,0.14754,000870112
87,POTA,64466,5.0-9999,3.00000,0.03718,000870113
87,POTA,64573,0-2.0,9.00000,0.11153,000870114
87,POTA,64573,2.0-5.0,28.00000,0.35665,000870115
87,POTA,64573,5.0-9999,6.00000,0.07667,000870116
87,POTA,64575,0-2.0,10.00000,0.12895,000870117
87,POTA,64575,2.0-5.0,31.00000,0.39731,000870118
87,POTA,64575,5.0-9999,25.00000,0.31831,000870119
87,ONIO,64466,0-2.0,0.00000,0.00116,000870120
87,ONIO,64573,0-2.0,0.00000,0.00465,000870121
87,ONIO,64573,2.0-5.0,1.00000,0.00697,000870122
87,xyxx,64578,2.0-5.0,0.00000,0.00116,000870123
87,xyxw,64554,0-2.0,12.00000,0.15335,000870124
87,xyxv,64554,0-2.0,7.00000,0.09410,000870125
87,CELR,64560,0-2.0,0.00000,0.00232,000870127
87,CELR,64560,2.0-5.0,0.00000,0.00116,000870128
87,CELR,64560,5.0-9999,0.00000,0.00465,000870129
87,CELR,64576,0-2.0,0.00000,0.00349,000870130
87,CELR,64576,2.0-5.0,0.00000,0.00349,000870131
87,CELR,64576,5.0-9999,0.00000,0.00232,000870132
87,CELR,64578,5.0-9999,0.00000,0.00232,000870133
87,CELR,64564,2.0-5.0,0.00000,0.00581,000870134
87,CELR,64564,5.0-9999,0.00000,0.00232,000870135
87,wtsz,64573,2.0-5.0,0.00000,0.00349,000870136
87,wtsw,64573,2.0-5.0,13.00000,0.16729,000870137
87,ytxt,64576,0-2.0,3.00000,0.03834,000870138
87,ytxt,64576,2.0-5.0,7.00000,0.08829,000870139
87,ytxt,64576,5.0-9999,9.00000,0.11036,000870140
87,ytxt,64575,0-2.0,12.00000,0.14870,000870141
87,ytxt,64575,2.0-5.0,33.00000,0.42054,000870142
87,ytxt,64575,5.0-9999,7.00000,0.09294,000870143
87,vtxv,64577,5.0-9999,5.00000,0.06622,000870144
87,ytvy,64466,2.0-5.0,33.00000,0.42635,000870145
87,ytvx,64577,0-2.0,1.00000,0.01394,000870146
87,ytvx,64577,2.0-5.0,1.00000,0.01859,000870147
87,ytvx,64577,5.0-9999,5.00000,0.06389,000870148
87,ytvx,64554,0-2.0,2.00000,0.02904,000870149
87,ytvx,64573,0-2.0,6.00000,0.08248,000870150
87,ytvx,64573,2.0-5.0,3.00000,0.03950,000870151
87,ytvx,64573,5.0-9999,3.00000,0.03485,000870152
87,ytvw,64554,0-2.0,0.00000,0.00465,000870153
87,ytvw,64554,2.0-5.0,0.00000,0.00581,000870154
87,ytvw,64573,0-2.0,0.00000,0.00581,000870155
87,wtqt,64573,2.0-5.0,2.00000,0.01975,000870156
87,wtqr,64575,0-2.0,0.00000,0.00465,000870157
87,RADI,64501,0-2.0,0.00000,0.00232,000870159
87,RADI,64573,0-2.0,0.00000,0.00116,000870160
87,RADI,64573,2.0-5.0,0.00000,0.00349,000870161
87,RADI,64551,5.0-9999,0.00000,0.00349,000870158
87,xxzz,64564,2.0-5.0,1.00000,0.00813,000870162
87,ztts,64576,0-2.0,4.00000,0.04995,000870163
87,ztts,64576,2.0-5.0,14.00000,0.17426,000870164
87,ztts,64576,5.0-9999,11.00000,0.14754,000870165
87,ztts,64554,0-2.0,2.00000,0.02672,000870166
87,ztts,64554,2.0-5.0,15.00000,0.19168,000870167
87,ztts,64466,0-2.0,2.00000,0.02207,000870171
87,ztts,64466,2.0-5.0,10.00000,0.12779,000870172
87,ztts,64466,5.0-9999,2.00000,0.02440,000870173
87,ztts,64575,0-2.0,5.00000,0.05925,000870168
87,ztts,64575,2.0-5.0,20.00000,0.25906,000870169
87,ztts,64575,5.0-9999,8.00000,0.10107,000870170
87,xxzu,64577,5.0-9999,0.00000,0.00465,000870174
87,vttz,64573,2.0-5.0,0.00000,0.00465,000870224
87,vtzq,64467,5.0-9999,0.00000,0.00349,000870002
87,vtwr,64564,2.0-5.0,1.00000,0.01278,000870042
87,vtwq,64564,2.0-5.0,44.00000,0.56227,000870043
87,vtvz,64573,2.0-5.0,37.00000,0.48095,000870191
87,wuws,64573,2.0-5.0,6.00000,0.08364,000870257
87,wuwr,64573,2.0-5.0,1.00000,0.01859,000870258
87,yvqy,64552,5.0-9999,37.00000,0.47979,000870194
87,yvqy,64555,2.0-5.0,6.00000,0.07784,000870195
87,yvqy,64555,5.0-9999,57.00000,0.73421,000870196
87,yvqy,64467,0-2.0,4.00000,0.05576,000870197
87,yvqy,64467,2.0-5.0,21.00000,0.26836,000870198
87,yvqy,64467,5.0-9999,56.00000,0.72840,000870199
87,yvqy,64573,0-2.0,117.00000,1.51140,000870200
87,yvqy,64573,2.0-5.0,181.00000,2.33042,000870201
87,yvqy,64573,5.0-9999,52.00000,0.67728,000870202
87,wuvz,64573,0-2.0,12.00000,0.15335,000870260
87,zuyw,64466,0-2.0,1.00000,0.01046,000870008
87,wuvw,64573,0-2.0,3.00000,0.03950,000870206
87,xwys,64573,0-2.0,27.00000,0.35084,000870207
87,xwys,64573,2.0-5.0,24.00000,0.30786,000870208
87,xwys,64573,5.0-9999,9.00000,0.11501,000870209
87,xwys,64574,0-2.0,1.00000,0.01859,000870210
87,xwys,64574,2.0-5.0,3.00000,0.03601,000870211
87,xwys,64574,5.0-9999,4.00000,0.05112,000870212
87,vtyx,64467,5.0-9999,4.00000,0.05576,000870213
87,xwyq,64575,2.0-5.0,1.00000,0.01162,000870214
87,wuvv,64573,0-2.0,2.00000,0.02556,000870215
87,xwxw,64575,2.0-5.0,0.00000,0.00232,000870216
87,wtwy,64573,2.0-5.0,0.00000,0.00349,000870217
87,wuvs,64573,2.0-5.0,34.00000,0.44145,000870219
87,vtyw,64467,5.0-9999,21.00000,0.27068,000870007
87,wuwq,64573,0-2.0,2.00000,0.02207,000870220
87,zqzv,64573,0-2.0,22.00000,0.28927,000870236
87,yurs,64577,5.0-9999,1.00000,0.01162,000870221
87,yurs,64467,2.0-5.0,1.00000,0.01162,000870222
87,yurs,64467,5.0-9999,1.00000,0.01626,000870223
87,yurr,64467,5.0-9999,1.00000,0.01743,000870126
87,xwsy,64578,0-2.0,1.00000,0.00813,000870225
87,xwsy,64578,2.0-5.0,0.00000,0.00465,000870226
87,xwsy,64575,0-2.0,1.00000,0.00697,000870227
87,xwsy,64575,2.0-5.0,1.00000,0.00813,000870228
87,vttw,64466,2.0-5.0,1.00000,0.01394,000870096
87,vttq,64573,2.0-5.0,30.00000,0.38569,000870100
87,yqzs,64496,0-2.0,23.00000,0.29508,000870231
87,yqzr,64466,0-2.0,29.00000,0.37756,000870232
87,yqyx,64436,0-2.0,26.00000,0.32993,000870233
87,yqyu,64496,0-2.0,22.00000,0.28695,000870234
87,zqzz,64573,2.0-5.0,0.00000,0.00465,000870235
87,wuvx,64573,0-2.0,8.00000,0.10920,000870205
87,zqzu,64573,0-2.0,4.00000,0.04647,000870237
87,zqzt,64466,2.0-5.0,15.00000,0.19865,000870238
87,vuqw,64564,5.0-9999,53.00000,0.67845,000870285
87,vuxw,64575,5.0-9999,1.00000,0.00697,000870248
87,vuxv,64576,5.0-9999,44.00000,0.56460,000870249
87,vuxt,64576,2.0-5.0,0.00000,0.00232,000870250
87,vuxs,64576,2.0-5.0,33.00000,0.42519,000870251
87,vuxr,64575,2.0-5.0,14.00000,0.18239,000870252
87,vuxq,64576,5.0-9999,1.00000,0.00697,000870253
87,vtyr,64573,2.0-5.0,38.00000,0.49373,000870255
87,yuru,64466,2.0-5.0,0.00000,0.00465,000870289
87,yuru,64466,5.0-9999,1.00000,0.01278,000870290
87,yuru,64467,2.0-5.0,0.00000,0.00232,000870291
87,yuru,64467,5.0-9999,2.00000,0.02091,000870292
87,vutz,64573,2.0-5.0,39.00000,0.49838,000870256
87,vuty,64575,2.0-5.0,48.00000,0.62152,000870192
87,vutx,64573,2.0-5.0,50.00000,0.64243,000870193
87,vutw,64573,2.0-5.0,0.00000,0.00232,000870259
87,vutv,64573,0-2.0,1.00000,0.01743,000870203
87,vutu,64573,2.0-5.0,39.00000,0.50303,000870261
87,vutt,64466,2.0-5.0,29.00000,0.37756,000870262
87,vuts,64573,0-2.0,48.00000,0.62501,000870263
87,vutr,64576,2.0-5.0,0.00000,0.00581,000870264
87,wuvu,64573,0-2.0,12.00000,0.15335,000870265
87,vusy,64573,2.0-5.0,0.00000,0.00465,000870266
87,vusx,64573,0-2.0,14.00000,0.18007,000870267
87,vusw,64573,0-2.0,2.00000,0.02556,000870268
87,vusv,64573,2.0-5.0,0.00000,0.00116,000870269
87,vusu,64573,0-2.0,34.00000,0.44029,000870270
87,vust,64573,0-2.0,37.00000,0.47863,000870271
87,yuzu,64467,5.0-9999,1.00000,0.01162,000870272
87,yuzt,64467,5.0-9999,15.00000,0.19749,000870273
87,vusq,64573,2.0-5.0,49.00000,0.63314,000870274
87,vurz,64575,2.0-5.0,52.00000,0.66567,000870275
87,yuzq,64573,2.0-5.0,22.00000,0.28811,000870276
87,vuru,64573,2.0-5.0,21.00000,0.27533,000870277
87,vurt,64573,2.0-5.0,8.00000,0.09875,000870278
87,vurs,64576,2.0-5.0,6.00000,0.07667,000870279
87,vurr,64573,2.0-5.0,1.00000,0.01626,000870280
87,vurq,64576,5.0-9999,6.00000,0.07319,000870281
87,vuqz,64578,2.0-5.0,36.00000,0.46004,000870282
87,vuqy,64575,2.0-5.0,37.00000,0.48212,000870283
87,vuqx,64573,2.0-5.0,40.00000,0.52045,000870284
87,zvqs,64576,2.0-5.0,1.00000,0.01510,000870239
87,zvqs,64576,5.0-9999,8.00000,0.10572,000870240
87,zvqs,64560,2.0-5.0,1.00000,0.01394,000870241
87,zvqs,64560,5.0-9999,4.00000,0.05692,000870242
87,zvqs,64578,2.0-5.0,15.00000,0.19865,000870243
87,zvqs,64578,5.0-9999,6.00000,0.07667,000870244
87,zvqs,64564,0-2.0,3.00000,0.04298,000870245
87,zvqs,64564,2.0-5.0,21.00000,0.26836,000870246
87,zvqs,64564,5.0-9999,4.00000,0.05344,000870247
87,vuqv,64573,0-2.0,2.00000,0.02323,000870286
87,vuqu,64573,0-2.0,0.00000,0.00581,000870287
87,vuqt,64554,0-2.0,1.00000,0.00929,000870288
87,vuqs,64573,0-2.0,0.00000,0.00232,000870254
87,vuqr,64573,0-2.0,13.00000,0.17194,000870293
87,vuqq,64466,0-2.0,4.00000,0.05228,000870294
87,vtzz,64573,2.0-5.0,47.00000,0.60642,000870295
87,vtzy,64573,2.0-5.0,0.00000,0.00116,000870296
87,vtzx,64573,2.0-5.0,36.00000,0.46353,000870297
87,vtzw,64573,2.0-5.0,31.00000,0.40196,000870298
87,vtzv,64573,2.0-5.0,38.00000,0.49606,000870299
87,vtzu,64573,2.0-5.0,29.00000,0.37059,000870300
87,vtzt,64573,2.0-5.0,35.00000,0.45307,000870301
87,vtzs,64573,2.0-5.0,29.00000,0.37640,000870302
90,vrwv,64501,0-2.0,40.00000,16.72918,000900001
90,vrwu,64501,2.0-5.0,1.00000,0.45011,000900002
90,vszr,64573,0-2.0,0.00000,0.15004,000900003
90,ytuv,64573,0-2.0,0.00000,0.03751,000900004
90,vrvq,64554,0-2.0,8.00000,3.41335,000900007
90,vrus,64466,0-2.0,1.00000,0.45011,000900005
90,vsvq,64573,0-2.0,7.00000,2.85071,000900006
90,ALFA,64466,0-2.0,0.00000,0.11253,000900009
90,ALFA,64466,5.0-9999,0.00000,0.03751,000900010
90,ALFA,64554,0-2.0,0.00000,0.03751,000900008
90,xwur,64466,0-2.0,8.00000,3.26332,000900011
90,xwur,64501,0-2.0,1.00000,0.37509,000900012
90,xwur,64501,2.0-5.0,1.00000,0.37509,000900013
90,yqss,64466,0-2.0,8.00000,3.26332,000900017
90,yqss,64466,2.0-5.0,1.00000,0.41260,000900018
90,yqss,64554,0-2.0,18.00000,7.61440,000900019
90,yqss,64554,2.0-5.0,2.00000,0.97524,000900020
90,yqss,64501,0-2.0,4.00000,1.46287,000900021
90,yqss,64501,2.0-5.0,5.00000,1.98800,000900022
90,xwxr,64466,0-2.0,1.00000,0.30008,000900015
90,xwxr,64501,0-2.0,0.00000,0.03751,000900016
90,vsxq,64466,0-2.0,15.00000,6.11403,000900014
90,vrur,64501,0-2.0,47.00000,19.65491,000900023
90,ytuq,64466,0-2.0,13.00000,5.28882,000900024
90,ytuq,64466,2.0-5.0,1.00000,0.45011,000900025
90,ytuq,64554,0-2.0,7.00000,2.85071,000900026
90,ytuq,64554,2.0-5.0,4.00000,1.61290,000900027
90,ytuq,64501,0-2.0,21.00000,8.77719,000900028
90,ytuq,64501,2.0-5.0,5.00000,1.91298,000900029
90,vstv,64466,0-2.0,3.00000,1.38785,000900030
90,vstu,64466,0-2.0,14.00000,6.03901,000900031
94,yqws,64589,0-2.0,12.00000,1.36729,000940001
94,CORN,64466,0-2.0,0.00000,0.02087,000940022
94,CORN,64554,0-2.0,0.00000,0.02087,000940023
94,vsut,64554,0-2.0,43.00000,4.95773,000940003
94,vsus,64554,0-2.0,13.00000,1.49254,000940004
94,vstx,64466,0-2.0,2.00000,0.24006,000940005
94,vstw,64466,0-2.0,48.00000,5.56309,000940006
94,vstv,64466,0-2.0,1.00000,0.15656,000940007
94,vstu,64466,0-2.0,33.00000,3.84094,000940008
94,vsrz,64554,0-2.0,0.00000,0.05219,000940009
94,vsry,64554,0-2.0,7.00000,0.77236,000940010
94,yqss,64466,0-2.0,7.00000,0.78280,000940011
94,vyus,64466,0-2.0,2.00000,0.20875,000940012
94,vyur,64466,0-2.0,9.00000,1.05417,000940013
94,vyuq,64466,0-2.0,2.00000,0.18787,000940014
94,vryv,64436,0-2.0,2.00000,0.25050,000940015
94,vysr,64466,0-2.0,3.00000,0.29225,000940016
94,vrwv,64501,0-2.0,8.00000,0.94980,000940017
94,vrws,64556,0-2.0,26.00000,3.00595,000940018
94,xzxu,64554,0-2.0,5.00000,0.56362,000940019
94,xzxu,64466,0-2.0,3.00000,0.35487,000940020
94,vruz,64556,0-2.0,47.00000,5.41697,000940021
94,vsuu,64554,0-2.0,46.00000,5.29172,000940002
94,vsxu,64466,0-2.0,21.00000,2.39015,000940024
94,vsxt,64554,0-2.0,13.00000,1.45079,000940025
94,vsxs,64554,0-2.0,49.00000,5.65703,000940026
94,vsxr,64554,0-2.0,46.00000,5.36478,000940027
94,vsxq,64466,0-2.0,37.00000,4.23755,000940028
94,vswz,64554,0-2.0,45.00000,5.26041,000940029
94,ytuq,64554,0-2.0,130.00000,15.12368,000940030
94,ytuq,64554,2.0-5.0,13.00000,1.54472,000940031
94,ytuq,64466,0-2.0,91.00000,10.52082,000940032
94,vrtz,64554,0-2.0,45.00000,5.17691,000940033
97,OATS,64560,2.0-5.0,9.00000,0.27218,000970003
97,OATS,64560,5.0-9999,112.00000,3.28207,000970004
97,OATS,64561,2.0-5.0,17.00000,0.49152,000970005
97,OATS,64561,5.0-9999,172.00000,5.04730,000970006
97,zssq,64566,5.0-9999,24.00000,0.70821,000970040
97,AGRL,64577,5.0-9999,20.00000,0.58665,000970007
97,AGRL,64566,5.0-9999,31.00000,0.91433,000970017
97,AGRL,64560,5.0-9999,55.00000,1.61197,000970011
97,AGRL,64561,5.0-9999,81.00000,2.37831,000970012
97,AGRL,64564,2.0-5.0,11.00000,0.32504,000970013
97,AGRL,64564,5.0-9999,31.00000,0.89583,000970014
97,AGRL,64575,2.0-5.0,4.00000,0.11363,000970018
97,AGRL,64575,5.0-9999,20.00000,0.59986,000970019
97,yusu,64577,0-2.0,1.00000,0.03964,000970029
97,yusu,64577,2.0-5.0,2.00000,0.05021,000970030
97,yusu,64577,5.0-9999,12.00000,0.34882,000970031
97,yusu,64575,2.0-5.0,3.00000,0.08456,000970037
97,yusu,64575,5.0-9999,12.00000,0.35939,000970038
97,RNGB,64577,5.0-9999,382.00000,11.22298,000970020
97,RNGB,64559,2.0-5.0,19.00000,0.55494,000970021
97,RNGB,64559,5.0-9999,231.00000,6.77818,000970022
97,RNGB,64560,2.0-5.0,25.00000,0.73199,000970023
97,RNGB,64560,5.0-9999,252.00000,7.40183,000970024
97,RNGB,64561,2.0-5.0,39.00000,1.13630,000970025
97,RNGB,64561,5.0-9999,594.00000,17.45151,000970026
97,RNGB,64575,2.0-5.0,45.00000,1.31600,000970027
97,RNGB,64575,5.0-9999,186.00000,5.46218,000970028
97,yzrs,64502,2.0-5.0,0.00000,0.00264,000970041
100,wurv,64578,2.0-5.0,46.00000,0.49213,001000001
100,AGRL,64576,0-2.0,11.00000,0.11585,001000002
100,AGRL,64576,2.0-5.0,24.00000,0.25851,001000003
100,AGRL,64576,5.0-9999,21.00000,0.22596,001000004
100,AGRL,64578,0-2.0,144.00000,1.53192,001000005
100,AGRL,64578,2.0-5.0,298.00000,3.17395,001000006
100,AGRL,64578,5.0-9999,75.00000,0.79660,001000007
100,AGRL,64579,0-2.0,4.00000,0.04500,001000008
100,AGRL,64579,2.0-5.0,12.00000,0.13021,001000009
100,AGRL,64579,5.0-9999,42.00000,0.45192,001000010
100,AGRL,64580,0-2.0,4.00000,0.04213,001000011
100,AGRL,64580,2.0-5.0,9.00000,0.09957,001000012
100,AGRL,64580,5.0-9999,52.00000,0.55436,001000013
100,AGRL,64573,0-2.0,5.00000,0.04883,001000014
100,AGRL,64573,2.0-5.0,41.00000,0.43085,001000015
100,AGRL,64573,5.0-9999,17.00000,0.17617,001000016
100,AGRL,64575,0-2.0,9.00000,0.09766,001000017
100,AGRL,64575,2.0-5.0,35.00000,0.36766,001000018
100,AGRL,64575,5.0-9999,17.00000,0.17713,001000019
100,zuyv,64573,0-2.0,3.00000,0.03064,001000020
100,ORCD,64466,0-2.0,5.00000,0.05840,001000021
100,ORCD,64477,0-2.0,8.00000,0.08521,001000022
100,ORCD,64501,0-2.0,1.00000,0.01053,001000023
100,wvsr,64578,0-2.0,33.00000,0.34947,001000421
100,zuqr,64578,5.0-9999,0.00000,0.00096,001000306
100,wurt,64578,2.0-5.0,0.00000,0.00383,001000025
100,RNGB,64481,2.0-5.0,42.00000,0.44234,001000026
100,RNGB,64481,5.0-9999,20.00000,0.21064,001000027
100,RNGB,64578,0-2.0,37.00000,0.38873,001000028
100,RNGB,64578,2.0-5.0,88.00000,0.93160,001000029
100,RNGB,64578,5.0-9999,24.00000,0.25755,001000030
100,RNGB,64553,0-2.0,43.00000,0.46053,001000031
100,RNGB,64553,2.0-5.0,14.00000,0.14936,001000032
100,RNGB,64554,0-2.0,47.00000,0.50362,001000033
100,RNGB,64554,2.0-5.0,13.00000,0.14266,001000034
100,RNGB,64589,0-2.0,54.00000,0.57160,001000035
100,RNGB,64589,2.0-5.0,24.00000,0.25085,001000036
100,RNGB,64589,5.0-9999,9.00000,0.09575,001000037
100,RNGB,64466,0-2.0,225.00000,2.39075,001000038
100,RNGB,64466,2.0-5.0,55.00000,0.58117,001000039
100,RNGB,64467,0-2.0,8.00000,0.08809,001000040
100,RNGB,64467,2.0-5.0,29.00000,0.30926,001000041
100,RNGB,64467,5.0-9999,67.00000,0.71426,001000042
100,RNGB,64501,0-2.0,39.00000,0.41075,001000043
100,RNGB,64501,2.0-5.0,31.00000,0.32745,001000044
100,RNGB,64501,5.0-9999,17.00000,0.18192,001000045
100,CORN,64578,0-2.0,7.00000,0.07947,001000046
100,CORN,64578,2.0-5.0,14.00000,0.14649,001000047
100,CORN,64496,0-2.0,35.00000,0.36958,001000048
100,CORN,64466,0-2.0,27.00000,0.29202,001000049
100,CORN,64501,0-2.0,9.00000,0.09192,001000050
100,CORN,64501,2.0-5.0,1.00000,0.00574,001000051
100,CORN,64477,0-2.0,12.00000,0.13021,001000052
100,wtzt,64575,2.0-5.0,27.00000,0.28341,001000054
100,wtzs,64575,2.0-5.0,20.00000,0.21160,001000055
100,wtzr,64578,2.0-5.0,20.00000,0.21543,001000056
100,wtyz,64578,2.0-5.0,15.00000,0.15702,001000057
100,wtyx,64578,0-2.0,33.00000,0.34947,001000059
100,zuvy,64576,0-2.0,4.00000,0.03926,001000060
100,zuvy,64576,2.0-5.0,13.00000,0.14170,001000061
100,zuvy,64576,5.0-9999,21.00000,0.22500,001000062
100,zuvy,64578,0-2.0,5.00000,0.05840,001000063
100,zuvy,64578,2.0-5.0,14.00000,0.14553,001000064
100,zuvy,64578,5.0-9999,3.00000,0.02872,001000065
100,zuvy,64552,2.0-5.0,1.00000,0.00862,001000066
100,zuvy,64552,5.0-9999,14.00000,0.15032,001000067
100,zuvy,64573,0-2.0,2.00000,0.01723,001000068
100,zuvy,64573,2.0-5.0,6.00000,0.06032,001000069
100,zuvy,64573,5.0-9999,2.00000,0.02585,001000070
100,zuvy,64575,0-2.0,3.00000,0.03351,001000071
100,zuvy,64575,2.0-5.0,6.00000,0.06319,001000072
100,zuvy,64575,5.0-9999,2.00000,0.02011,001000073
100,RYE,64578,0-2.0,4.00000,0.04692,001000074
100,RYE,64578,2.0-5.0,11.00000,0.11489,001000075
100,RYE,64554,0-2.0,2.00000,0.01915,001000076
100,RYE,64554,2.0-5.0,3.00000,0.02681,001000077
100,RYE,64496,0-2.0,11.00000,0.12064,001000078
100,RYE,64466,0-2.0,20.00000,0.21351,001000079
100,RYE,64466,2.0-5.0,10.00000,0.10149,001000080
100,OATS,64578,0-2.0,53.00000,0.56490,001000081
100,OATS,64578,2.0-5.0,159.00000,1.68799,001000082
100,OATS,64578,5.0-9999,66.00000,0.70660,001000083
100,OATS,64579,0-2.0,3.00000,0.03638,001000084
100,OATS,64579,2.0-5.0,14.00000,0.14840,001000085
100,OATS,64579,5.0-9999,29.00000,0.30638,001000086
100,OATS,64580,2.0-5.0,3.00000,0.03255,001000087
100,OATS,64580,5.0-9999,32.00000,0.33702,001000088
100,OATS,64466,0-2.0,41.00000,0.43373,001000089
100,OATS,64466,2.0-5.0,3.00000,0.02681,001000090
100,OATS,64575,0-2.0,7.00000,0.07660,001000091
100,OATS,64575,2.0-5.0,20.00000,0.21160,001000092
100,OATS,64575,5.0-9999,3.00000,0.03543,001000093
100,wuzv,64578,0-2.0,16.00000,0.16660,001000447
100,wtxy,64576,5.0-9999,1.00000,0.00862,001000094
100,wtxx,64578,2.0-5.0,1.00000,0.00862,001000095
100,wtxw,64578,5.0-9999,32.00000,0.33798,001000096
100,wtxs,64573,0-2.0,3.00000,0.03543,001000097
100,wtxr,64573,0-2.0,35.00000,0.37532,001000098
100,wtxq,64573,0-2.0,4.00000,0.03734,001000099
100,wtwz,64573,0-2.0,21.00000,0.22596,001000100
100,wtwy,64573,2.0-5.0,3.00000,0.03064,001000101
100,wtwx,64573,0-2.0,19.00000,0.20585,001000102
100,wtwu,64578,0-2.0,0.00000,0.00096,001000103
100,ALFA,64578,0-2.0,16.00000,0.16660,001000104
100,ALFA,64578,2.0-5.0,58.00000,0.61947,001000105
100,ALFA,64554,0-2.0,41.00000,0.43468,001000106
100,ALFA,64496,0-2.0,106.00000,1.12788,001000109
100,ALFA,64466,0-2.0,181.00000,1.92065,001000110
100,ALFA,64466,2.0-5.0,35.00000,0.37532,001000111
100,ALFA,64501,0-2.0,71.00000,0.75064,001000112
100,ALFA,64573,0-2.0,25.00000,0.26521,001000107
