 HRU   WRID   WSRC   PRIOR   WATER(acre-ft)   YEAR
  6086      421      1      2     122.6288456906   2000
  6087       96      1      1      12.3191497957   2000
  6087      421      1      2      12.3191497957   2000
  6088     1606      3      1       0.0000000000   2000
  6089     1612      3      1       3.7404026542   2000
  6090       96      1      1       0.9122933303   2000
  6091       96      1      1       0.4561466651   2000
  6092       96      1      1     361.9503261750   2000
  6092      421      1      2     319.0977746397   2000
  6101       96      1      1       0.0000000000   2000
  6106      829      3      1      18.7729871401   2000
  6108     1016      4      1      30.0000000000   2000
  6109     1017      4      1      72.7276415101   2000
  6111     1609      3      1       3.0323652082   2000
  6114     1113      3      1      35.0000000000   2000
  6115     1551      4      1      19.7810819029   2000
  6115     1583      3      2       0.0000000000   2000
  6117     1583      3      1       0.0000000000   2000
  6118      567      1      1       0.0000000000   2000
  6119     1223      3      1      98.0000000000   2000
  6120     1302      3      1       0.0000000000   2000
  6121     1371      3      1     131.0000000000   2000
  6122     1384      3      1      82.0000000000   2000
  6123     1390      3      1       8.7541882873   2000
  6124     1398      3      1     402.1217280357   2000
  6126       96      1      1      43.6656764369   2000
  6126      235      1      2       0.0000000000   2000
  6128     1418      3      1      35.1105338688   2000
  6129     1469      3      1      87.7970612979   2000
  6130     1479      3      1     326.0000000000   2000
  6133     1527      3      1     113.0000000000   2000
  6134     1551      4      1       6.0647304164   2000
  6138     1579      3      1      22.0378382885   2000
  6138     1580      3      2       4.1795900202   2000
  6139     1579      3      1     115.5119658148   2000
  6139     1580      3      2      12.7063162396   2000
  6140     1579      3      1     180.4599246314   2000
  6140     1580      3      2      31.2140141840   2000
  6141     1579      3      1      14.2505960353   2000
  6141     1580      3      2       1.9000795561   2000
  6142     1581      3      1      27.1960285877   2000
  6143     1581      3      1      15.7306855794   2000
  6144     1581      3      1       0.0000009842   2000
  6145     1581      3      1       0.0000009842   2000
  6146     1581      3      1      47.5461168337   2000
  6147     1581      3      1       1.3320758557   2000
  6148     1581      3      1      19.2026049957   2000
  6149     1581      3      1       4.1340285177   2000
  6150     1581      3      1      43.0740678158   2000
  6150     1582      3      2       0.0000000000   2000
  6151     1583      3      1      13.1287304062   2000
  6152     1583      3      1      27.0564085561   2000
  6153     1583      3      1      21.0720620275   2000
  6154     1583      3      1     187.1001976130   2000
  6155     1583      3      1     162.1864024484   2000
  6156     1551      4      1       2.6595264480   2000
  6156     1583      3      2       0.0000000000   2000
  6158     1602      3      1     299.6535897780   2000
  6159     1579      3      1      66.7069840057   2000
  6159     1580      3      2       0.0000000000   2000
  6159     1602      3      3       0.0000000000   2000
  6160     1606      3      1      13.5658443525   2000
  6161     1609      3      1       0.0000000000   2000
  6162     1609      3      1       0.0000000000   2000
  6163     1609      3      1      58.8329249815   2000
  6164     1609      3      1       0.0000000000   2000
  6165     1609      3      1      12.7593472767   2000
  6166     1609      3      1      31.9452587931   2000
  6167     1609      3      1       7.7061141157   2000
  6167     1610      3      2       0.0000000000   2000
  6169      330      1      1       0.0532171109   2000
  6169     1609      3      2       0.0000000000   2000
  6169     1610      3      3       0.0000000000   2000
  6170      541      1      1       3.1919102131   2000
  6170     1609      3      2       0.0000000000   2000
  6170     1610      3      3       0.0000000000   2000
  6172      541      1      1     104.3255270736   2000
  6173        4      1      1      17.3860992551   2000
  6174     1609      3      1       3.8861781968   2000
  6175      541      1      1     129.4177936083   2000
  6175     1609      3      2       0.0000000000   2000
  6181     1581      3      1      87.2411908629   2000
  6182     1581      3      1      46.7351010263   2000
  6182     1582      3      2       0.0000000000   2000
  6185      567      1      1       0.0000000000   2000
  6187      128      1      1       3.4654387237   2000
  6192     1581      3      1       0.0000009842   2000
  6196      330      1      1      25.1235800995   2000
  6196     1609      3      2       0.0000000000   2000
  6196     1610      3      3       0.0000000000   2000
  6198      318      1      1      93.4465011645   2000
  6199      974      3      1      33.0000000000   2000
  6202      420      1      1      16.0131403242   2000
  6204      421      1      1     207.7104775970   2000
  6205      421      1      1      81.8666303249   2000
  6206      421      1      1       4.4164354041   2000
  6207      421      1      1     171.5940818513   2000
  6208      541      1      1       2.9258246585   2000
  6208     1609      3      2       0.0000000000   2000
  6209      541      1      1       3.4044065092   2000
  6209     1609      3      2       0.0000000000   2000
  6209     1610      3      3       0.0000000000   2000
  6211      424      1      1      24.2127753597   2000
  6226      458      1      1     154.6418535676   2000
  6227      458      1      1      98.6864803807   2000
  6227     1606      3      2       0.0000000000   2000
  6228      458      1      1     119.2054778677   2000
  6228     1612      3      2       0.0000000000   2000
  6229      235      1      1       1.5879007686   2000
  6229      458      1      2       2.2564905659   2000
  6230     1583      3      1       0.0000000000   2000
  6231      459      1      1      74.8461982155   2000
  6232      480      1      1       0.0000000000   2000
  6233      479      1      1       0.0000000000   2000
  6234      421      1      1       0.0000000000   2000
  6234      479      1      2       0.0000000000   2000
  6235      421      1      1       0.0000000000   2000
  6235      479      1      2       0.0000000000   2000
  6235     1606      3      3       0.0000000000   2000
  6236      480      1      1     218.7263663963   2000
  6238      541      1      1       0.9427031080   2000
  6239      421      1      1     164.6571968845   2000
  6239      480      1      2       0.0000000000   2000
  6240      421      1      1      57.0409809844   2000
  6240      480      1      2       0.0000000000   2000
  6241      421      1      1       0.0000000000   2000
  6241      480      1      2       0.0000000000   2000
  6242      458      1      1       6.6420908807   2000
  6242      480      1      2       0.0000000000   2000
  6243      487      1      1      76.0463602294   2000
  6244      488      1      1       5.4263377410   2000
  6245      488      1      1      34.5175649605   2000
  6245     1393      3      2       0.0000000000   2000
  6246      489      1      1       8.1358914631   2000
  6247      489      1      1      20.8015638653   2000
  6249     1581      3      1       0.0000009842   2000
  6250      490      1      1      67.2825825128   2000
  6251        4      1      1     112.9372344561   2000
  6251      490      1      2       0.0000000000   2000
  6253     1583      3      1      27.8912154337   2000
  6258      541      1      1      31.4917703253   2000
  6259     1609      3      1       6.8530454223   2000
  6261      541      1      1      47.8769785324   2000
  6261     1609      3      2       0.0000000000   2000
  6262      533      1      1       2.3719626587   2000
  6263      533      1      1      57.6280373413   2000
  6264     1551      4      1      59.7765850405   2000
  6265      537      1      1      35.0193045358   2000
  6265     1067      3      2      25.5349095573   2000
  6266      537      1      1       5.5316023560   2000
  6266     1067      3      2       3.4572514725   2000
  6266     1577      3      3       0.1975572515   2000
  6267      537      1      1       6.2929100769   2000
  6267     1067      3      2       5.9433039615   2000
  6267     1187      4      3       9.2645620576   2000
  6267     1577      3      4       0.0000000000   2000
  6268      421      1      1      35.1105338688   2000
  6268      537      1      2       0.0000000000   2000
  6268     1067      3      3       0.0000000000   2000
  6269      541      1      1       6.9156193879   2000
  6270      541      1      1      14.3291723034   2000
  6270     1609      3      2       0.0000000000   2000
  6271      541      1      1      17.8013096810   2000
  6271     1609      3      2       0.0000000000   2000
  6272      541      1      1      10.3350712942   2000
  6272     1609      3      2       0.0000000000   2000
  6272     1610      3      3       0.0000000000   2000
  6273      420      1      1      12.9563197003   2000
  6273      489      1      2       0.0000000000   2000
  6274      421      1      1      51.1523295604   2000
  6274      489      1      2       0.0000000000   2000
  6275      567      1      1       0.0000000000   2000
  6276      567      1      1       0.0000000000   2000
  6277      567      1      1       0.0000000000   2000
  6278      567      1      1       0.0000000000   2000
  6279      293      1      1       0.7868529974   2000
  6311      162      1      1      31.1027476338   2000
  6323      157      1      1       1.2913554039   2000
  6324     1000      4      1       0.0000000000   2000
  6341      911      4      1       0.0000000000   2000
  6342      911      4      1       0.0000000000   2000
  6359     1035      4      1      19.9124204887   2000
  6360      794      4      1       8.9002721058   2000
  6361      444      1      1       1.1753532608   2000
  6362      444      1      1       6.2881327859   2000
  6362     1460      4      2       0.0000000000   2000
  6372      446      1      1       4.0305705708   2000
  6373      446      1      1      10.2900734894   2000
  6373     1470      4      2       0.0000000000   2000
  6374      447      1      1       7.8227796248   2000
  6375      448      1      1       4.7478863486   2000
  6376      449      1      1       2.3189402172   2000
  6377      769      4      1      24.5815967670   2000
  6378     1019      4      1       0.9212228260   2000
  6385     1250      4      1      18.6498684157   2000
  6388      769      4      1       0.3253949578   2000
  6389      794      4      1       0.7142816148   2000
  6391     1251      4      1       4.7795094693   2000
  6397     1208      4      1       0.4603148184   2000
  6398     1251      4      1       2.0323889245   2000
  6399     1611      4      1      42.6191302910   2000
  6400       63      1      1      11.8771205090   2000
  6400     1466      4      2       0.0000000000   2000
  6401     1263      4      1       0.5952346790   2000
  6411     1263      4      1       2.4142391302   2000
  6413      696      4      1       1.1428505836   2000
  6414     1460      4      1       2.0476072957   2000
  6415      444      1      1       1.3333256809   2000
  6416      444      1      1      85.8368212526   2000
  6416     1460      4      2       0.0000000000   2000
  6417      446      1      1       1.3015798313   2000
  6418      449      1      1       0.6507899157   2000
  6419     1460      4      1       0.0634916991   2000
  6421     1466      4      1       0.3253949578   2000
  6422     1666      4      1       8.1995185275   2000
  6423      965      4      1      25.4147412244   2000
  6425     1611      4      1      36.1884684589   2000
  6426     1666      4      1       3.8745482211   2000
  6428     1666      4      1       0.0000000000   2000
  6430      882      4      1      76.6726699132   2000
  6431     1207      4      1       5.0812995880   2000
  6432      882      4      1       7.5987536388   2000
  6433      696      4      1       0.0000000000   2000
  6434     1666      4      1       0.3890298405   2000
  6435     1208      4      1       5.3586462207   2000
  6437      445      1      1       0.0000000000   2000
  6440      769      4      1       2.0323889245   2000
  6441     1666      4      1       0.0000000000   2000
  6442     1019      4      1       2.4453304262   2000
  6451      895      4      1      22.6200632696   2000
  6452      882      4      1       5.5255573884   2000
  6453     1611      4      1       0.6904722276   2000
  6454     1502      4      1      18.2929730659   2000
  6467     1760      5      1       0.6326270018   2000
  6468     1788      5      1     101.1628460363   2000
  6493     1753      5      1       3.3740106765   2000
  6493     1614      3      2       0.0000000000   2000
  6495     1788      5      1     262.8135289294   2000
  6496     1754      5      1       4.2080282986   2000
  6496     1614      3      2       0.0000000000   2000
  6497     1757      5      1       9.1600944487   2000
  6498     1757      5      1      66.2829442413   2000
  6499     1757      5      1      28.4462712983   2000
  6500     1757      5      1      48.4990963007   2000
  6501     1757      5      1       9.3529997971   2000
  6502     1757      5      1       3.0864855751   2000
  6503     1757      5      1      21.4171336595   2000
  6504     1757      5      1      24.4944930812   2000
  6505     1757      5      1       5.1026989511   2000
  6506     1757      5      1     143.0136934248   2000
  6507     1757      5      1      75.1152662269   2000
  6508     1757      5      1      31.3602315584   2000
  6509     1757      5      1       4.3194904188   2000
  6510     1757      5      1      17.6354197722   2000
  6511     1757      5      1      45.6323561937   2000
  6512     1757      5      1      79.5581135277   2000
  6513     1757      5      1     217.1487184937   2000
  6514     1757      5      1      96.6210466232   2000
  6516     1759      5      1       0.1441727149   2000
  6517     1760      5      1      40.9856572875   2000
  6519     1788      5      1      73.5138570293   2000
  6521     1788      5      1       5.7379920202   2000
  6522     1760      5      1     204.9318753741   2000
  6522     1788      5      2       0.0000000000   2000
  6523     1741      5      1     163.9064834302   2000
  6533     1759      5      1       9.2431783337   2000
  6533     1788      5      2       0.0000000000   2000
  6535     1760      5      1       0.5151918655   2000
  6536     1788      5      1      40.5178137514   2000
  6537       79      1      1       0.0000000000   2000
  6562     1614      3      1       1.6635747085   2000
  6563     1753      5      1       4.9870839184   2000
  6563     1788      5      2       0.0000000000   2000
  6563     1614      3      3       0.0000000000   2000
  6564     1152      3      1       1.9675576483   2000
  6565     1788      5      1      41.5074374153   2000
  6566     1788      5      1      47.0663414935   2000
  6567     1788      5      1     112.6298833703   2000
  6568     1788      5      1     139.9338217474   2000
  6569     1788      5      1      42.9515230085   2000
  6570     1788      5      1      10.7720910096   2000
  6571     1788      5      1      74.8598877443   2000
  6572     1788      5      1     237.3546372823   2000
  6573     1788      5      1      65.5224998219   2000
  6574     1788      5      1      58.6732191831   2000
  6575     1788      5      1     197.0723090500   2000
  6576     1788      5      1      87.0588887214   2000
  6577     1788      5      1     239.6415077572   2000
  6578     1788      5      1     247.0435359207   2000
  6579     1788      5      1     231.0973773899   2000
  6580     1788      5      1      10.4599560564   2000
  6580     1614      3      2       0.0000000000   2000
  6581     1788      5      1      21.6555415984   2000
  6581     1135      3      2       0.0000000000   2000
  6581     1614      3      3       0.0000000000   2000
  6582     1726      5      1      50.4938785976   2000
  6582     1788      5      2       0.0000000000   2000
  6583     1753      5      1       0.3308486946   2000
  6583     1788      5      2       0.0000000000   2000
  6583     1614      3      3       0.0000000000   2000
  6584     1753      5      1       3.6768656647   2000
  6584     1788      5      2       0.0000000000   2000
  6584     1614      3      3       0.0000000000   2000
  6585     1753      5      1       0.8574995223   2000
  6585     1788      5      2       0.0000000000   2000
  6585     1614      3      3       0.0000000000   2000
  6586     1753      5      1      30.8828004342   2000
  6586     1788      5      2       0.0000000000   2000
  6586     1614      3      3       0.0000000000   2000
  6587     1753      5      1      26.4228287783   2000
  6587     1788      5      2       0.0000000000   2000
  6587     1614      3      3       0.0000000000   2000
  6588     1753      5      1      32.9103445962   2000
  6588     1788      5      2       0.0000000000   2000
  6588     1614      3      3       0.0000000000   2000
  6589     1753      5      1      30.8246596594   2000
  6589     1788      5      2       0.0000000000   2000
  6589     1614      3      3       0.0000000000   2000
  6590     1753      5      1      11.9540304110   2000
  6590     1788      5      2       0.0000000000   2000
  6590     1614      3      3       0.0000000000   2000
  6591     1753      5      1       0.8574995223   2000
  6591     1788      5      2       0.0000000000   2000
  6591     1614      3      3       0.0000000000   2000
  6592     1753      5      1      13.0378892989   2000
  6592     1788      5      2       0.0000000000   2000
  6592     1614      3      3       0.0000000000   2000
  6593     1753      5      1      65.0013862109   2000
  6593     1788      5      2       0.0000000000   2000
  6593     1614      3      3       0.0000000000   2000
  6594     1754      5      1       0.8435026691   2000
  6594     1788      5      2       0.0000000000   2000
  6594     1614      3      3       0.0000000000   2000
  6595     1759      5      1     158.5273850814   2000
  6595     1788      5      2       0.0000000000   2000
  6596     1760      5      1      13.6978434903   2000
  6596     1788      5      2       0.0000000000   2000
  6597     1760      5      1      18.8934702671   2000
  6597     1788      5      2       0.0000000000   2000
  6598     1760      5      1      73.6817423618   2000
  6598     1788      5      2       0.0000000000   2000
  6599     1760      5      1      12.2377102230   2000
  6599     1788      5      2       0.0000000000   2000
  6600     1760      5      1       9.2903728515   2000
  6600     1788      5      2       0.0000000000   2000
  6601     1760      5      1       7.0253436200   2000
  6601     1788      5      2       0.0000000000   2000
  6602     1760      5      1      12.2248413214   2000
  6602     1788      5      2       0.0000000000   2000
  6603     1760      5      1      43.4694065765   2000
  6603     1788      5      2       0.0000000000   2000
  6604     1760      5      1      46.6393605654   2000
  6604     1788      5      2       0.0000000000   2000
  6605     1760      5      1       8.9548329039   2000
  6605     1788      5      2       0.0000000000   2000
  6606     1760      5      1      22.1094908224   2000
  6606     1788      5      2       0.0000000000   2000
  6607     1760      5      1      23.9976816987   2000
  6607     1788      5      2       0.0000000000   2000
  6608     1760      5      1      12.9513959241   2000
  6608     1788      5      2       0.0000000000   2000
  6609     1760      5      1      44.9212852894   2000
  6609     1788      5      2       0.0000000000   2000
  6610     1760      5      1       7.7058060212   2000
  6610     1788      5      2       0.0000000000   2000
  6611     1761      5      1       1.8337415794   2000
  6611     1788      5      2       0.0000000000   2000
  6612     1761      5      1      15.0944525778   2000
  6612     1788      5      2       0.0000000000   2000
  6613     1761      5      1       2.0692270984   2000
  6613     1788      5      2       0.0000000000   2000
  6614     1761      5      1       4.9374796859   2000
  6614     1788      5      2       0.0000000000   2000
  6615     1761      5      1       1.4110673754   2000
  6615     1788      5      2       0.0000000000   2000
  6616     1761      5      1       8.2643214799   2000
  6616     1788      5      2       0.0000000000   2000
  6617     1761      5      1       7.1043002277   2000
  6617     1788      5      2       0.0000000000   2000
  6618     1761      5      1       1.0423297631   2000
  6618     1788      5      2       0.0000000000   2000
  6619     1761      5      1       5.0550173633   2000
  6619     1788      5      2       0.0000000000   2000
  6620     1761      5      1      11.6303083192   2000
  6620     1788      5      2       0.0000000000   2000
  6621     1761      5      1      15.1417240014   2000
  6621     1788      5      2       0.0000000000   2000
  6622     1761      5      1      10.8626347559   2000
  6622     1788      5      2       0.0000000000   2000
  6623     1761      5      1      26.5053743227   2000
  6623     1788      5      2       0.0000000000   2000
  6624     1761      5      1      24.9377011302   2000
  6624     1788      5      2       0.0000000000   2000
  6625     1761      5      1       1.6237887815   2000
  6625     1788      5      2       0.0000000000   2000
  6626     1761      5      1      18.3852511930   2000
  6626     1788      5      2       0.0000000000   2000
  6627     1761      5      1      10.8146455449   2000
  6627     1788      5      2       0.0000000000   2000
  6631     1788      5      1       1.5223244135   2000
  6632     1788      5      1       1.3197033007   2000
  6632     1614      3      2       0.0000000000   2000
  6633     1226      4      1       6.2662835047   2000
  6634     1226      4      1      59.5101079545   2000
  6635     1226      4      1     232.4123638024   2000
  6636     1226      4      1     541.7284635378   2000
  6637     1226      4      1      77.3401506377   2000
  6638     1152      3      1       0.4217513346   2000
  6639     1226      4      1       0.7023036446   2000
  6640     1788      5      1      12.0229379959   2000
  6640     1614      3      2       0.0000000000   2000
  6647     1788      5      1      68.0765922705   2000
  6648     1761      5      1       3.1535986916   2000
  6649     1301      3      1       0.0000000000   2000
  6650     1301      3      1       0.0000000000   2000
  6651     1301      3      1       0.0000000000   2000
  6652     1301      3      1       0.0000000000   2000
  6653     1301      3      1       0.0000000000   2000
  6654     1301      3      1       0.0000000000   2000
  6655     1301      3      1       0.0000000000   2000
  6656     1301      3      1       0.0000000000   2000
  6657     1301      3      1       0.0000000000   2000
  6658     1301      3      1       0.0000000000   2000
  6659     1301      3      1       0.0000000000   2000
  6660     1788      5      1      15.0010633174   2000
  6661     1726      5      1       1.1949621146   2000
  6662     1788      5      1       8.3733482502   2000
  6663     1614      3      1       0.0000000000   2000
  6664     1614      3      1       0.0000000000   2000
  6665     1614      3      1       0.6933825734   2000
  6666     1614      3      1       0.7222735139   2000
  6667     1614      3      1       0.0000000000   2000
  6668     1614      3      1      12.0803609833   2000
  6669     1614      3      1      25.3942907862   2000
  6670     1614      3      1       5.2209287806   2000
  6671     1614      3      1       0.0000000000   2000
  6672     1614      3      1       0.0000000000   2000
  6673     1614      3      1       1.1721467312   2000
  6674     1614      3      1       0.0000000000   2000
  6675     1614      3      1       0.0000000000   2000
  6676     1135      3      1      33.1642362335   2000
  6676     1614      3      2       0.0000000000   2000
  6677     1614      3      1       0.5533115004   2000
  6679     1152      3      1      38.7845111295   2000
  6681     1788      5      1      49.7454314809   2000
  6683     1788      5      1      47.9190728570   2000
  6684     1741      5      1       0.0000000000   2000
  6685     1741      5      1       4.3651724562   2000
  6686     1741      5      1      42.2694199505   2000
  6687     1741      5      1       7.0965071080   2000
  6688     1741      5      1      38.7084769417   2000
  6689     1741      5      1       0.0000000000   2000
  6690     1741      5      1      38.3964958001   2000
  6691     1741      5      1     155.5283670212   2000
  6692     1741      5      1      54.8556671991   2000
  6693     1741      5      1     116.7411385538   2000
  6694     1741      5      1      47.8228893531   2000
  6696     1788      5      1     104.5980737190   2000
  6697     1742      5      1       0.0000000000   2000
  6698     1135      3      1       5.8397127409   2000
  6698     1614      3      2       0.0000000000   2000
  6699     1788      5      1      11.2405497920   2000
  6699     1135      3      2       0.0000000000   2000
  6699     1614      3      3       0.0000000000   2000
  6701     1741      5      1      14.0358187879   2000
  6702     1741      5      1       1.3589765225   2000
  6702     1769      5      2       0.0000000000   2000
  6704     1761      5      1       4.6835624133   2000
  6705     1753      5      1       0.9367124827   2000
  6705     1788      5      2       0.0000000000   2000
  6705     1614      3      3       0.0000000000   2000
  6706     1761      5      1     228.3526611312   2000
  6706     1788      5      2       0.0000000000   2000
  6707     1741      5      1      23.2877900165   2000
  6725     1795      5      1     607.3330790258   2000
  6725     1520      4      2       0.0000000000   2000
  6725     1521      3      3       0.0000000000   2000
  6727     1736      5      1       0.0000000000   2000
  6727     1697      3      2       0.0000000000   2000
  6735     1678      4      1       3.8415690500   2000
  6743      942      4      1      65.6804680189   2000
  6744      942      4      1      15.4158702007   2000
  6745     1773      5      1      39.8594974303   2000
  6746     1773      5      1      84.3856508016   2000
  6747     1773      5      1      65.8579156070   2000
  6748     1773      5      1     211.6570477860   2000
  6749     1773      5      1     264.8556824934   2000
  6750     1773      5      1      34.3715597644   2000
  6751     1773      5      1      22.0136480352   2000
  6752     1773      5      1      17.7153321912   2000
  6753     1773      5      1       7.1397603534   2000
  6775     1730      5      1     109.0865072726   2000
  6775     1733      5      2       0.0000000000   2000
  6775     1740      5      3       0.0000000000   2000
  6776     1077      4      1      15.8223887996   2000
  6777     1077      4      1      37.3572200763   2000
  6778     1077      4      1      39.8153575013   2000
  6779     1077      4      1       9.5263606521   2000
  6780     1077      4      1      56.0910684452   2000
  6781     1077      4      1      13.3968489659   2000
  6782     1800      5      1      11.1232621062   2000
  6782     1261      4      2       0.0000000000   2000
  6783     1798      5      1      17.4720552263   2000
  6783     1800      5      2       0.0000000000   2000
  6783     1090      3      3       0.0000000000   2000
  6783     1261      4      4       0.0000000000   2000
  6784     1697      3      1       0.7172738461   2000
  6785     1090      3      1       7.6803476447   2000
  6790     1689      3      1      11.0045409178   2000
  6791     1736      5      1       0.2359203101   2000
  6798     1775      5      1    1623.3925144469   2000
  6799     1775      5      1     111.4662582719   2000
  6800     1775      5      1     165.5612633190   2000
  6801     1775      5      1    1317.3536440090   2000
  6802     1775      5      1     289.0708729065   2000
  6803     1775      5      1     125.6388538060   2000
  6804     1775      5      1     115.8323060759   2000
  6805     1775      5      1     136.6227199869   2000
  6815     1782      5      1       3.2663547455   2000
  6816     1784      5      1     613.7236021362   2000
  6817     1784      5      1      74.8457183898   2000
  6818     1784      5      1     739.6923638598   2000
  6819     1784      5      1       7.1888469986   2000
  6820     1784      5      1      36.7695755619   2000
  6821     1784      5      1      24.2773414626   2000
  6822     1784      5      1      92.5035925700   2000
  6823     1784      5      1       7.2191614901   2000
  6824     1784      5      1       6.0618835817   2000
  6824     1785      5      2       0.0000000000   2000
  6825     1784      5      1      31.7107338149   2000
  6825     1785      5      2       0.0000000000   2000
  6826     1784      5      1       2.6778223589   2000
  6826     1785      5      2       0.0000000000   2000
  6827     1784      5      1       3.7960338934   2000
  6827     1785      5      2       0.0000000000   2000
  6828     1784      5      1       0.6400289704   2000
  6828     1785      5      2       0.0000000000   2000
  6840     1777      5      1       0.8588260322   2000
  6841     1777      5      1       2.0437548157   2000
  6848     1784      5      1      14.1247772777   2000
  6849      767      4      1       1.5117925680   2000
  6850      767      4      1       0.2206996450   2000
  6851     1798      5      1     125.8429375581   2000
  6851     1090      3      2       0.0000000000   2000
  6852      776      3      1     619.6964448266   2000
  6853      776      3      1     208.4723772769   2000
  6854      776      3      1    2092.8074680409   2000
  6855      776      3      1     552.7426413274   2000
  6863     1252      4      1       0.0000000000   2000
  6864     1736      5      1       0.0000000000   2000
  6864     1697      3      2       0.0000000000   2000
  6865     1730      5      1     346.4546831802   2000
  6865     1740      5      2       0.0000000000   2000
  6872     1084      4      1     157.0000000000   2000
  6873     1146      4      1     211.9798313146   2000
  6874     1736      5      1       0.0000000000   2000
  6874     1697      3      2       0.0000000000   2000
  6876     1736      5      1       0.0000000000   2000
  6878     1730      5      1       0.0000000000   2000
  6881     1733      5      1       0.0000000000   2000
  6886     1736      5      1       0.0000000000   2000
  6891      792      4      1     166.4417787990   2000
  6892      860      4      1     137.3710693578   2000
  6893      860      4      1      70.2883975602   2000
  6894      860      4      1      16.2582071790   2000
  6895      860      4      1      20.1857729872   2000
  6896      860      4      1      13.1141251104   2000
  6897      860      4      1     100.0461931949   2000
  6898      860      4      1      74.9763624325   2000
  6899      860      4      1     249.9839510725   2000
  6900      860      4      1      81.3335269184   2000
  6901      860      4      1      49.5422504170   2000
  6902      860      4      1      54.4531980340   2000
  6903      860      4      1       9.0182441132   2000
  6904      942      4      1      75.1828561233   2000
  6905     1749      5      1       4.6126225797   2000
  6905     1678      4      2       0.0000000000   2000
  6906     1739      5      1      27.2876085166   2000
  6907     1739      5      1       0.0000000000   2000
  6908     1739      5      1      21.7606044768   2000
  6909     1739      5      1     165.7256465028   2000
  6910     1584      4      1      19.7025168680   2000
  6911      942      4      1     379.5381307351   2000
  6912      942      4      1     157.5913425194   2000
  6913      942      4      1      45.0373774628   2000
  6914      942      4      1      31.8568522006   2000
  6915      942      4      1     118.7861932493   2000
  6916      942      4      1     491.0602615321   2000
  6917      942      4      1      57.8791160860   2000
  6918     1115      3      1       0.0000000000   2000
  6919     1730      5      1      60.6105912896   2000
  6919     1740      5      2       0.0000000000   2000
  6920     1775      5      1       0.0000000000   2000
  6921     1784      5      1       0.0000000000   2000
  6922     1784      5      1       0.0000000000   2000
  6923     1603      3      1       0.0000000000   2000
  6923     1604      3      2       0.0000000000   2000
  6924     1795      5      1      16.5524733723   2000
  6924     1520      4      2       0.0000000000   2000
  6924     1521      3      3       0.0000000000   2000
  6925     1736      5      1       0.0000000000   2000
  6925     1697      3      2       0.0000000000   2000
  6927     1736      5      1       0.0000000000   2000
  6927     1697      3      2       0.0000000000   2000
  6929     1603      3      1       7.6472426980   2000
  6931     1115      3      1       0.0000000000   2000
  6931     1603      3      2       0.0000000000   2000
  6931     1604      3      3       0.0000000000   2000
  6933     1733      5      1       0.0000000000   2000
  6935     1736      5      1       0.0000000000   2000
  6935     1697      3      2       0.0000000000   2000
  6936     1736      5      1       0.0000000000   2000
  6936     1697      3      2       0.0000000000   2000
  6938     1736      5      1       0.0000000000   2000
  6938     1697      3      2       0.0000000000   2000
  6940     1299      3      1       0.0000000000   2000
  6942      860      4      1      91.6417224048   2000
  6944     1689      3      1       5.3004698065   2000
  6945     1737      5      1      91.5448175032   2000
  6946     1738      5      1     147.3512595097   2000
  6947     1740      5      1       2.8690953845   2000
  6948      860      4      1     142.0372179434   2000
  6949     1784      5      1       9.2142101772   2000
  6951      767      4      1     147.1192712047   2000
  6952     1689      3      1       5.3335747533   2000
  6952     1691      3      2       0.0000000000   2000
  6954      767      4      1     106.8072760828   2000
  6956      767      4      1     245.6632481668   2000
  6957      942      4      1     239.5903296029   2000
  6958     1783      5      1       0.0000000000   2000
  6960      767      4      1      35.0766570784   2000
  6962      767      4      1       0.2280562998   2000
  6963     1115      3      1      42.3629163341   2000
  6963     1603      3      2      18.8279628152   2000
  6963     1604      3      3       0.0000000000   2000
  6963     1689      3      4       0.0000000000   2000
  6964      792      4      1     109.4936600659   2000
  6965      792      4      1    1432.2014267261   2000
  6966     1615      3      1       0.8827985799   2000
  6966     1689      3      2       0.0000000000   2000
  6967      942      4      1     107.8470377723   2000
  6968      942      4      1     812.5266713473   2000
  6969      942      4      1     208.7753953527   2000
  6970     1784      5      1       0.6400289704   2000
  6972      767      4      1     547.1472711332   2000
  6974      767      4      1     202.9047847966   2000
  6976      224      1      1       1.1034982248   2000
  6976     1689      3      2       0.0000000000   2000
  6976     1691      3      3       0.0000000000   2000
  6977     1736      5      1     120.9554551332   2000
  6977     1697      3      2       0.0000000000   2000
  6979     1730      5      1      16.4936201336   2000
  6980     1736      5      1      19.2957445914   2000
  6980     1697      3      2       0.0000000000   2000
  6982      860      4      1      24.2579351145   2000
  6983     1798      5      1      10.0007380499   2000
  6983     1090      3      2       0.0000000000   2000
  6984     1733      5      1       0.0000000000   2000
  6985     1736      5      1       0.0000000000   2000
  6986     1736      5      1       0.0000000000   2000
  6986     1697      3      2       0.0000000000   2000
  6987     1736      5      1       0.0000000000   2000
  6987     1697      3      2       0.0000000000   2000
  6988     1736      5      1       0.0000000000   2000
  6988     1697      3      2       0.0000000000   2000
  6989     1736      5      1       0.0000000000   2000
  6989     1697      3      2       0.0000000000   2000
  6990     1736      5      1       0.0000000000   2000
  6990     1697      3      2       0.0000000000   2000
  6991     1736      5      1       0.0000000000   2000
  6991     1697      3      2       0.0000000000   2000
  6992     1736      5      1       0.0000000000   2000
