 HRU   WRID   WSRC   PRIOR   WATER(acre-ft)   YEAR
  6992     1697      3      2       0.0000000000   2000
  6993     1736      5      1       0.0000000000   2000
  6993     1697      3      2       0.0000000000   2000
  6994     1736      5      1       0.0000000000   2000
  6994     1697      3      2       0.0000000000   2000
  6995     1736      5      1       0.0000000000   2000
  6995     1697      3      2       0.0000000000   2000
  6996     1736      5      1       0.0000000000   2000
  6996     1697      3      2       0.0000000000   2000
  6997     1775      5      1      65.8638770342   2000
  6998     1775      5      1     243.8105761185   2000
  6999     1775      5      1     322.2857889569   2000
  7000     1775      5      1      63.1089366384   2000
  7001     1784      5      1     192.0017149799   2000
  7002      767      4      1      41.9040132792   2000
  7003      767      4      1       7.1518100467   2000
  7004      767      4      1     419.7643193571   2000
  7005      767      4      1     101.9831496767   2000
  7006     1750      5      1       9.8832852503   2000
  7006     1678      4      2       0.0000000000   2000
  7018     1730      5      1     172.9828596558   2000
  7019      942      4      1       9.3409222148   2000
  7020      942      4      1      16.5249493361   2000
  7021      942      4      1       8.1913814778   2000
  7022      942      4      1     120.0687245482   2000
  7023      942      4      1      41.8924709415   2000
  7024      942      4      1      21.0991397363   2000
  7025      942      4      1      24.7751840525   2000
  7026      942      4      1      64.7017792484   2000
  7027      942      4      1      27.6655883683   2000
  7028      942      4      1     505.3924203727   2000
  7029      942      4      1      55.6536011604   2000
  7030      942      4      1      49.2365687248   2000
  7031      942      4      1      38.6830668515   2000
  7033      767      4      1      56.7657244289   2000
  7034      776      3      1     103.7836909468   2000
  7036     1774      5      1      45.4210016445   2000
  7037     1774      5      1     137.3634590252   2000
  7038     1774      5      1      52.2505141062   2000
  7039     1774      5      1     114.4616851773   2000
  7040     1774      5      1     155.3725500542   2000
  7041     1774      5      1      35.3744747602   2000
  7042     1774      5      1      11.3771935367   2000
  7043     1774      5      1     109.9951809832   2000
  7044     1774      5      1       9.8131433517   2000
  7045     1774      5      1      76.4896770670   2000
  7046     1774      5      1       7.0370208635   2000
  7047     1774      5      1      35.7178275987   2000
  7048     1774      5      1      60.6147769726   2000
  7049     1775      5      1       0.0000000000   2000
  7050     1775      5      1      59.5929629842   2000
  7051     1775      5      1     355.7309175680   2000
  7052     1775      5      1      41.5615483129   2000
  7053     1775      5      1       0.0000000000   2000
  7054     1775      5      1     365.9788645880   2000
  7055     1775      5      1     116.1390024791   2000
  7056     1775      5      1      45.7741210764   2000
  7057     1775      5      1     143.1956374017   2000
  7058     1775      5      1     140.1884144807   2000
  7059     1775      5      1      36.2059035951   2000
  7060     1775      5      1      13.0153176256   2000
  7061     1775      5      1     107.2600274522   2000
  7062     1775      5      1      52.2956687462   2000
  7063     1775      5      1     582.5009443177   2000
  7064     1775      5      1      37.4637647325   2000
  7065     1775      5      1     361.6049527736   2000
  7066     1775      5      1      55.5159809795   2000
  7067     1777      5      1       0.0000000000   2000
  7068     1782      5      1      32.2662880936   2000
  7069     1782      5      1       0.0000000000   2000
  7070     1782      5      1      29.5148991864   2000
  7071     1782      5      1      76.0322960787   2000
  7072     1782      5      1      93.1051893608   2000
  7073     1782      5      1      88.1504823314   2000
  7074     1782      5      1       5.4586378854   2000
  7075     1782      5      1       9.0633987532   2000
  7076     1782      5      1       6.2310866428   2000
  7077     1782      5      1      25.9542782477   2000
  7078     1782      5      1      22.2396749130   2000
  7079     1782      5      1       2.2069964496   2000
  7080     1736      5      1     133.0510640660   2000
  7080     1697      3      2       0.0000000000   2000
  7081     1784      5      1      18.2914343679   2000
  7082     1784      5      1       5.3506980016   2000
  7083     1784      5      1     108.1706037460   2000
  7084     1784      5      1       8.0680940899   2000
  7085     1784      5      1      14.9452979692   2000
  7086     1784      5      1      47.2331486718   2000
  7087     1784      5      1       0.0000000000   2000
  7088     1784      5      1       0.0000000000   2000
  7089     1784      5      1      58.6707175137   2000
  7090     1784      5      1      71.9021051654   2000
  7091     1784      5      1       8.0055625239   2000
  7092     1784      5      1      45.6797529524   2000
  7093     1784      5      1      11.5769647671   2000
  7094     1775      5      1      17.9492230793   2000
  7095     1775      5      1      38.6522450046   2000
  7096     1775      5      1      19.1957955568   2000
  7097     1775      5      1     177.7124276796   2000
  7098     1775      5      1     224.7260182563   2000
  7099     1775      5      1      16.4520169821   2000
  7100     1775      5      1      61.3626189879   2000
  7101     1775      5      1      61.8510755010   2000
  7102     1783      5      1       5.5837010176   2000
  7103     1784      5      1     134.4872606636   2000
  7104     1115      3      1       0.7062388639   2000
  7104     1603      3      2       0.9710784378   2000
  7104     1604      3      3       0.0000000000   2000
  7105     1603      3      1      11.4763815381   2000
  7105     1604      3      2       0.0000000000   2000
  7105     1681      3      3       0.0000000000   2000
  7105     1682      3      4       0.0000000000   2000
  7106     1689      3      1     103.2569925125   2000
  7107     1115      3      1      16.9436444671   2000
  7107     1603      3      2      25.0624741076   2000
  7107     1604      3      3       0.0000000000   2000
  7107     1689      3      4       0.0000000000   2000
  7109     1775      5      2     398.2761013675   2000
  7110     1584      4      1       2.3357379092   2000
  7112     1798      5      1      52.9542161926   2000
  7112     1090      3      2       0.0000000000   2000
  7113     1730      5      1      35.5013770561   2000
  7113     1733      5      2       0.0000000000   2000
  7114     1730      5      1      31.1586041859   2000
  7114     1733      5      2       0.0000000000   2000
  7115     1730      5      1       4.1141457954   2000
  7115     1733      5      2       0.0000000000   2000
  7116     1730      5      1      60.6482624359   2000
  7116     1733      5      2       0.0000000000   2000
  7117     1730      5      1     104.7654872697   2000
  7117     1733      5      2       0.0000000000   2000
  7118     1730      5      1      12.0326968501   2000
